phrase,category,source,source_type,full_source
"Хто ўлетку спіць, той узімку не есць.",ПОРЫ ГОДУ. НАРОДНЫ КАЛЯНДАР,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах,book,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах
"Хто халадку шукае, той узімку галадае.
а) Хто ўлеткі халадуе, той зімою галадуе. 
б) Хто ўлетку балюе, той узімку галадуе. 
в) Хто ўлетку цяньку шукае, той узімку галадае.",ПОРЫ ГОДУ. НАРОДНЫ КАЛЯНДАР,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах,book,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах
"Лета праляжыш, то ўзімку ў пазыкі пабяжыш.",ПОРЫ ГОДУ. НАРОДНЫ КАЛЯНДАР,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах,book,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах
"Прасвістаў лета гарачае, прасвішчы i зіму халодную.",ПОРЫ ГОДУ. НАРОДНЫ КАЛЯНДАР,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах,book,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах
"Летам цэбар вады, ложка балота, a ўвосені ложка вады, а цэбар балота.",ПОРЫ ГОДУ. НАРОДНЫ КАЛЯНДАР,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах,book,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах
Улетку вады мерка — гразі жменька; з асенняе жменысі вады — гразі мерка.,ПОРЫ ГОДУ. НАРОДНЫ КАЛЯНДАР,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах,book,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах
"Калі год сухі, купляй пчолку, a калі мокры — кароўку.",ПОРЫ ГОДУ. НАРОДНЫ КАЛЯНДАР,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах,book,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах
"Калі ўлетку дождж рэдка бываець, тагды ў вуллі мёд прыбываець.",ПОРЫ ГОДУ. НАРОДНЫ КАЛЯНДАР,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах,book,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах
"Людзі рады лету, а пчолы — квету.",ПОРЫ ГОДУ. НАРОДНЫ КАЛЯНДАР,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах,book,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах
"Пастух рад лету, а пчала — цвету.",ПОРЫ ГОДУ. НАРОДНЫ КАЛЯНДАР,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах,book,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах
"Благое лета, калі сонца нету.",ПОРЫ ГОДУ. НАРОДНЫ КАЛЯНДАР,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах,book,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах
"Не прасі лета доўгага, a малі цёплага.",ПОРЫ ГОДУ. НАРОДНЫ КАЛЯНДАР,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах,book,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах
"Якаво лета, такое i сена.",ПОРЫ ГОДУ. НАРОДНЫ КАЛЯНДАР,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах,book,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах
"Сухое лета не высушыць, а мокрае вымачыць.",ПОРЫ ГОДУ. НАРОДНЫ КАЛЯНДАР,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах,book,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах
На жару i трава ідзе.,ПОРЫ ГОДУ. НАРОДНЫ КАЛЯНДАР,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах,book,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах
"Смірнае лета болей ураджайна. //ос,",ПОРЫ ГОДУ. НАРОДНЫ КАЛЯНДАР,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах,book,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах
Кожны год цяплу рад.,ПОРЫ ГОДУ. НАРОДНЫ КАЛЯНДАР,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах,book,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах
"Тымчасам лета не будзець позна. //ос,",ПОРЫ ГОДУ. НАРОДНЫ КАЛЯНДАР,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах,book,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах
Летам i качка — прачка.,ПОРЫ ГОДУ. НАРОДНЫ КАЛЯНДАР,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах,book,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах
"Калі камарна, то i хлебна.",ПОРЫ ГОДУ. НАРОДНЫ КАЛЯНДАР,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах,book,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах
Як яр цвіцець — холадна.,ПОРЫ ГОДУ. НАРОДНЫ КАЛЯНДАР,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах,book,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах
Жыта красуе — быдла гізуе.,ПОРЫ ГОДУ. НАРОДНЫ КАЛЯНДАР,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах,book,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах
Калі боб цвіцець — хлеб есца.,ПОРЫ ГОДУ. НАРОДНЫ КАЛЯНДАР,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах,book,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах
Хавай хлеб на бабовы цвет.,ПОРЫ ГОДУ. НАРОДНЫ КАЛЯНДАР,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах,book,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах
"Боб цвіціць i сабака лінаець, дык i пан хлеба не маець.",ПОРЫ ГОДУ. НАРОДНЫ КАЛЯНДАР,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах,book,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах
"Вясну хваляць за дажджы, а лета — за снапы.",ПОРЫ ГОДУ. НАРОДНЫ КАЛЯНДАР,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах,book,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах
"Ліпень косіць i жне, доўга спаць не дае.",ПОРЫ ГОДУ. НАРОДНЫ КАЛЯНДАР,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах,book,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах
"Ліпень пякучы, але даручы.",ПОРЫ ГОДУ. НАРОДНЫ КАЛЯНДАР,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах,book,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах
"Хто ў ліпні на полі пацее, таго ўзімку i печка пагрэе.",ПОРЫ ГОДУ. НАРОДНЫ КАЛЯНДАР,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах,book,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах
У жніўні i верабей піва варыць.,ПОРЫ ГОДУ. НАРОДНЫ КАЛЯНДАР,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах,book,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах
"Мінулася тое лета, што лупілася рэпа.",ПОРЫ ГОДУ. НАРОДНЫ КАЛЯНДАР,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах,book,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах
"Мужыку лета, што святому рай. ZZ/ейн,",ПОРЫ ГОДУ. НАРОДНЫ КАЛЯНДАР,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах,book,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах
Улетку кожны кусцік начаваць пусціць.,ПОРЫ ГОДУ. НАРОДНЫ КАЛЯНДАР,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах,book,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах
"Не помніць карова зімы, дачакаўшы лета.",ПОРЫ ГОДУ. НАРОДНЫ КАЛЯНДАР,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах,book,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах
Бабіна лета кароткае.,ПОРЫ ГОДУ. НАРОДНЫ КАЛЯНДАР,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах,book,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах
Спусця лета па маліну не ходзяць.,ПОРЫ ГОДУ. НАРОДНЫ КАЛЯНДАР,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах,book,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах
Як багата рабіны — вады па аглабліны.,ПОРЫ ГОДУ. НАРОДНЫ КАЛЯНДАР,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах,book,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах
Ядроныя верабіны — восенню гразі па аглабліны.,ПОРЫ ГОДУ. НАРОДНЫ КАЛЯНДАР,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах,book,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах
"Як нурцы стадамі на азёры прылятаюць, старыя людзі пагоды не памнятаюць.",ПОРЫ ГОДУ. НАРОДНЫ КАЛЯНДАР,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах,book,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах
Восень — на дзень пагод восем.,ПОРЫ ГОДУ. НАРОДНЫ КАЛЯНДАР,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах,book,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах
Змяна змяне пагоду падае.,ПОРЫ ГОДУ. НАРОДНЫ КАЛЯНДАР,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах,book,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах
"Увосені ложка вады, вядро гразі.",ПОРЫ ГОДУ. НАРОДНЫ КАЛЯНДАР,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах,book,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах
"Увосень дажджу з неба капка, а з зямлі дзве.",ПОРЫ ГОДУ. НАРОДНЫ КАЛЯНДАР,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах,book,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах
"Асенняе сонца, як удаўцова сэрца.",ПОРЫ ГОДУ. НАРОДНЫ КАЛЯНДАР,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах,book,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах
"Восень на рабом каню ездзіць. 
а) Восень на шэрым кані ездзіць. 
б) Восень i марац на рабом каню ездзяць.",ПОРЫ ГОДУ. НАРОДНЫ КАЛЯНДАР,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах,book,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах
"Брусніца белабока, i парабак прыспаў сабе вока. 
a) Калі брусніка краснавока, тады паспіць вока.",ПОРЫ ГОДУ. НАРОДНЫ КАЛЯНДАР,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах,book,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах
Восень — работ восем.,ПОРЫ ГОДУ. НАРОДНЫ КАЛЯНДАР,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах,book,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах
"Калі не дагледзіш увосень пашаю, то будзеш зімою акідаць кашаю.",ПОРЫ ГОДУ. НАРОДНЫ КАЛЯНДАР,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах,book,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах
"Восенню нагою, зімою рукою.",ПОРЫ ГОДУ. НАРОДНЫ КАЛЯНДАР,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах,book,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах
Восенню касі ды на печы сушы.,ПОРЫ ГОДУ. НАРОДНЫ КАЛЯНДАР,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах,book,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах
"Восень кажа: «Я ўраджу», вясна кажа: «А я пагляджу».
а) Восень кажа: «Я ўраджу», вясна адказвае: «Пачакай, як дагаджу». 
б) Восень кажыць: «Ражу», а вясна кажыць: «Яшчэ я пагляджу».",ПОРЫ ГОДУ. НАРОДНЫ КАЛЯНДАР,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах,book,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах
Увосень за стол просім.,ПОРЫ ГОДУ. НАРОДНЫ КАЛЯНДАР,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах,book,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах
Увосень i курчаты курамі стануць.,ПОРЫ ГОДУ. НАРОДНЫ КАЛЯНДАР,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах,book,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах
"Восень — то матка: кісель ды бліны, а вясною гладка: сядзі ды глядзі.",ПОРЫ ГОДУ. НАРОДНЫ КАЛЯНДАР,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах,book,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах
"Увосень i верабей багат. 
а) Па восені i верабей багат.
б) Увосень i верабей сыты.
в) Увосень i верабей піва варыць. 
г) Увосень i ў вераб'я піва.",ПОРЫ ГОДУ. НАРОДНЫ КАЛЯНДАР,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах,book,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах
"Па восені i ў кошкі ляпёшкі. 
а) Па восені i ў кошкі ляпёшкі i ў вераб'я піва.",ПОРЫ ГОДУ. НАРОДНЫ КАЛЯНДАР,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах,book,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах
Увосень i грач — багач.,ПОРЫ ГОДУ. НАРОДНЫ КАЛЯНДАР,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах,book,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах
"Красна восень снапкамі, a зіма ўмалотам.",ПОРЫ ГОДУ. НАРОДНЫ КАЛЯНДАР,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах,book,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах
"Увосень давай карове, што есць, a ўвесну, што ёсць. 
а) Увосень карове давай, што есць, a зімой, што ёсць.",ПОРЫ ГОДУ. НАРОДНЫ КАЛЯНДАР,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах,book,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах
"Кастрычнік зямлю балоціць, а лес дык залоціць.",ПОРЫ ГОДУ. НАРОДНЫ КАЛЯНДАР,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах,book,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах
"У кастрычніку i хата з дравамі, i мужык з лапцямі.",ПОРЫ ГОДУ. НАРОДНЫ КАЛЯНДАР,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах,book,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах
"Не цяпер па грыбы хадзіць, да ўвосені, як будуць радзіць.",ПОРЫ ГОДУ. НАРОДНЫ КАЛЯНДАР,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах,book,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах
"Калі грыбна, дак i хлебна.",ПОРЫ ГОДУ. НАРОДНЫ КАЛЯНДАР,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах,book,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах
"Калі грыбна, то не хлебна.",ПОРЫ ГОДУ. НАРОДНЫ КАЛЯНДАР,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах,book,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах
"Калі родзяць грыбы, то i жыта зародзіцца.",ПОРЫ ГОДУ. НАРОДНЫ КАЛЯНДАР,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах,book,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах
Час не чакае.,ПОРЫ ГОДУ. НАРОДНЫ КАЛЯНДАР,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах,book,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах
На ўсё трэба час.,ПОРЫ ГОДУ. НАРОДНЫ КАЛЯНДАР,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах,book,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах
Час на час не ўдаецца.,ПОРЫ ГОДУ. НАРОДНЫ КАЛЯНДАР,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах,book,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах
Пара пары шукае.,ПОРЫ ГОДУ. НАРОДНЫ КАЛЯНДАР,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах,book,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах
Без пары не будзе пары.,ПОРЫ ГОДУ. НАРОДНЫ КАЛЯНДАР,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах,book,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах
Год — вялік чалавек.,ПОРЫ ГОДУ. НАРОДНЫ КАЛЯНДАР,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах,book,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах
Год не пальцам пераківаць.,ПОРЫ ГОДУ. НАРОДНЫ КАЛЯНДАР,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах,book,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах
"На адзін год многа прыгод.
а) Год мае багата прыгод. 
б) На год сем прыгод. 
в) На год сем прыгод, а на вяку — без ліку.",ПОРЫ ГОДУ. НАРОДНЫ КАЛЯНДАР,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах,book,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах
"Гадзіна гадзіне, год году — розь.",ПОРЫ ГОДУ. НАРОДНЫ КАЛЯНДАР,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах,book,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах
Год на год не прыходзіцца.,ПОРЫ ГОДУ. НАРОДНЫ КАЛЯНДАР,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах,book,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах
Рок не век.,ПОРЫ ГОДУ. НАРОДНЫ КАЛЯНДАР,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах,book,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах
Рок — нявечны срок.,ПОРЫ ГОДУ. НАРОДНЫ КАЛЯНДАР,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах,book,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах
"Ракавое не векавое. 
а) Не векавое, да ракавое.",ПОРЫ ГОДУ. НАРОДНЫ КАЛЯНДАР,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах,book,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах
"Дзень — бацька, а ноч — маці.",ПОРЫ ГОДУ. НАРОДНЫ КАЛЯНДАР,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах,book,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах
"Дзень дню розь: адзін — матка, a другі — мачаха.",ПОРЫ ГОДУ. НАРОДНЫ КАЛЯНДАР,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах,book,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах
"Дзень выганяе з хаты, а ноч прыганяе.",ПОРЫ ГОДУ. НАРОДНЫ КАЛЯНДАР,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах,book,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах
"Дзень падаўжаў, да нітка пакарочала. 
а) Дзень даўжэй — нітка карацей.",ПОРЫ ГОДУ. НАРОДНЫ КАЛЯНДАР,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах,book,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах
"Дзень наш (мой), век наш (мой). 
а) Наш дзень, наш i век.",ПОРЫ ГОДУ. НАРОДНЫ КАЛЯНДАР,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах,book,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах
Дзень хваліцца вечарам.,ПОРЫ ГОДУ. НАРОДНЫ КАЛЯНДАР,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах,book,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах
"Дзень — век, a гадзіна ў прыдатку. 
а) Дзень наш — век, гадзіна — прыбаўка.",ПОРЫ ГОДУ. НАРОДНЫ КАЛЯНДАР,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах,book,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах
"Учарашняга дня не вернеш. 
а) Учарашняга дня не дагоніш.",ПОРЫ ГОДУ. НАРОДНЫ КАЛЯНДАР,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах,book,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах
Учарашняга дня не шукаюць.,ПОРЫ ГОДУ. НАРОДНЫ КАЛЯНДАР,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах,book,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах
У адзін дзень сем перамен.,ПОРЫ ГОДУ. НАРОДНЫ КАЛЯНДАР,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах,book,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах
Хвіліна i дзень сцеражэ.,ПОРЫ ГОДУ. НАРОДНЫ КАЛЯНДАР,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах,book,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах
"У бога дні роўныя, да часы няроўныя.",ПОРЫ ГОДУ. НАРОДНЫ КАЛЯНДАР,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах,book,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах
Гадзінка на гадзінку не выпадае.,ПОРЫ ГОДУ. НАРОДНЫ КАЛЯНДАР,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах,book,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах
"Што гадзіна, то навіна.",ПОРЫ ГОДУ. НАРОДНЫ КАЛЯНДАР,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах,book,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах
Утра вечара разумней.,ПОРЫ ГОДУ. НАРОДНЫ КАЛЯНДАР,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах,book,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах
Вечар смутны — вутра радаснае.,ПОРЫ ГОДУ. НАРОДНЫ КАЛЯНДАР,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах,book,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах
"Дзень прайшоў, да нас дайшоў.",ПОРЫ ГОДУ. НАРОДНЫ КАЛЯНДАР,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах,book,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах
Абы дзень прайшоў да вечар прыйшоў.,ПОРЫ ГОДУ. НАРОДНЫ КАЛЯНДАР,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах,book,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах
"Ноч — маці. 
а) Ноч — матка, усё гладка.",ПОРЫ ГОДУ. НАРОДНЫ КАЛЯНДАР,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах,book,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах
"Ноч — маці, дзень — мачаха, вечар — залоўка, раніца — ятроўка.",ПОРЫ ГОДУ. НАРОДНЫ КАЛЯНДАР,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах,book,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах
Ноч—добрая дарадчыца.,ПОРЫ ГОДУ. НАРОДНЫ КАЛЯНДАР,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах,book,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах
"Першыя пеўні — поўнач, другія пеўні — пара ўставаць, трэція пеўні — пярэдсвет.",ПОРЫ ГОДУ. НАРОДНЫ КАЛЯНДАР,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах,book,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах
"He заўсёды світае, як певень спявае.",ПОРЫ ГОДУ. НАРОДНЫ КАЛЯНДАР,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах,book,Беларуская народная творчасць. Прыказкі і прымаўкі. У дзьвюх кнігах
