quote,author,source
Рупная пчала ўмее ў соты мёд сабраць і з горкіх кветак,Максім Багдановіч,dumki.org
"Проці цячэньня вады 
Зможа толькі жывое паплыць,
Хвалі ж ракі заўсягды
Тое цягнуць, што скончыла жыць",Максім Багдановіч,dumki.org
"У родным краю ёсць крыніца
Жывой вады",Максім Багдановіч,dumki.org
Трэба журыцца душою на свежых магілах пуста пранёсшыхся дзён,Максім Багдановіч,dumki.org
"Не хіліцца з бяды, не пужацца агня,
Бо мы толькі тады дачакаемся дня,
Калі нас не здалее змаганне злякаць",Максім Багдановіч,dumki.org
Бачанаму мной – я годны веры сведак,Максім Багдановіч,dumki.org
"Ўсё знікае, праходзіць, як дым,
Светлы ж след будзе вечна жывым",Максім Багдановіч,dumki.org
"Мудры і кіпучы верш … ‒ як дар прыроды,
Вінаграднае, густое, цёмнае віно:
Дні ідуць, праходзяць годы,‒
Але ўсё крапчэй, хмяльнее робіцца яно",Максім Багдановіч,dumki.org
"Трэба з сталі каваць, гартаваць гібкі верш,
Абрабіць яго трэба з цярпеннем.
Як ударыш ты ім, ‒ ён, як звон, зазвініць,
Брызнуць іскры з халодных камення",Максім Багдановіч,dumki.org
"Жыві і цэльнасці шукай,
Аб шыраце духоўнай дбай.
І ў напружэнні паўнаты
Свайго шырокага жыцця
Без болю, ціха зойдзеш ты
Ў краіну забыцця",Максім Багдановіч,dumki.org
"Зварушаны, нарэшце дух народны … бясплодна не засне",Максім Багдановіч,dumki.org
"Калісь глядзеў на сонца я,
Мне сонца асляпіла вочы.
Ды што мне цемень вечнай ночы.
Калісь глядзеў на сонца я",Максім Багдановіч,dumki.org
"Хто мы такія?
Толькі падарожныя, ‒ папутнікі сярод нябёс",Максім Багдановіч,dumki.org
"Нашто ж на зямлі
Сваркі і звадкі, боль і горыч,
Калі ўсе мы разам ляцім
Да зор?",Максім Багдановіч,dumki.org
"Дай Бог арла варонай не назваць;
Варону жа арлом – нічога",Максім Багдановіч,dumki.org
"Чалавечай душы няхораша мацаць рукамі. Далікатныя людзі самі ведаюць гэта, а недалікатным аб гэтым напамінаюць",Максім Багдановіч,dumki.org
"Баронячы наш народ, мы павінны бараніць і нашу культуру. І што б там не было, а гмах яе, калісьці распачаты, павінен быць збудованы да канца",Максім Багдановіч,dumki.org
"Як кожны народ мае сваю нацыянальную душу, так ён мае і свой асаблівы склад (стыль) творчасці, найбольш прыдатны для гэтай душы",Максім Багдановіч,dumki.org
"Занасіць толькі чужое, не развіваючы свайго, ‒ гэта знача глуміць народную душу",Максім Багдановіч,dumki.org
"Кожны інтэлігент павінен адпавядаць наступным двум патрабаванням: па-першае, ён мусіць мець памкненне да ведаў, па-другое, ён мусіць імкнуцца несці свае веды на карысць народу",Максім Багдановіч,dumki.org
Сэнс існавання кожнай інтэлігенцыі: яна развівае народную культуру,Максім Багдановіч,dumki.org
Глухі людскі натоўп,Максім Багдановіч,dumki.org
"Выціскаючы беларускую мову з школы, мы хілім да растраты вынікаў велізарнай, шматвяковай духоўнай працы цэлага народа, збіваем думку дзіцяці з натуральных псіхалагічных сцяжынак і груба абцінаем ягоны душэўны свет",Максім Багдановіч,dumki.org
"Жывеш ня вечна, чалавек, –
Перажыві ж у момант век!",Максім Багдановіч,dumki.org
"Старадаўняй Лiтоўскай пагонi
Не разьбiць, не спынiць, не стрымаць!",Максім Багдановіч,dumki.org
"Ёсць паэты, з якімі можна дзяліцца радасцю і горам, паэты светлага розуму і чыстага сэрца",Юрка Гаўрук,dumki.org
Пачынаецца ўсё з любвi. А iнакш i жыць немагчыма,Яўгенія Янішчыц,dumki.org
"Перад тварам сьмерці кожны ня рыцар, а толькі пілігрым-вандроўнік","Мікалай Крыштаф Радзівіл ""Сіротка""",dumki.org
"Дзе сёньня мяжа паміж свабодай і няволяй? Дзе крытэр, каб адрозьніць вольнага чалавека ад нявольніка? Гэтая мяжа – не турма. Сёньня ў турме можна быць больш вольным, чымся “на волі”. Мяжа паміж свабодай і няволяй у першую чаргу ў нас самых",Аўген Калубовіч,dumki.org
"Глоткi, якiя крычаць за народ,
збрыдзяць нарэшце народу,
Твары, якiя цешаць народ,
палiчыць народ за шкоду.
Рукi, што цягнуцца за народ,
народ адсячэ па локаць.
Iмёнамi, што палюбiў народ,
будуць народ палохаць.
Стомiцца тлум i ацiшыцца шум,
скрогат свае адбудзе,
Спадчыну цiха возьмуць сабе цемныя людзi.

(пераклад Рыгора Барадулiна)",Адам Міцкевіч,dumki.org
"Каб краіна магла жыць, трэба, каб жылі правы",Адам Міцкевіч,dumki.org
"Выжываць ‒ гэта любой цаною, а жыць ‒ гэта ўсё-ткі менш ці больш сумленна",Янка Брыль,dumki.org
Толькі чыстыя сэрцы бачаць сапраўдную прыгажосьць,Янка Брыль,dumki.org
"У кожнага з людзей свае даліны і ўзгоркі, свая хада па іх, а неба, зорнае неба – адно…",Янка Брыль,dumki.org
Святую наіўнасць маленства ў старасць не перанясеш,Янка Брыль,dumki.org
Дыстанцыя ў часе дае пэўную аб’ектыўнасць у стаўленні да зробленага самім табою,Янка Брыль,dumki.org
"Будучы далёка ад дому, вельмі хораша бачыцца на планеце сваё роднае",Янка Брыль,dumki.org
Жыццём напоўнены салдацкі кацялок,Янка Брыль,dumki.org
"Першыя ўспаміны расплываюцца ў ружовай, мілай імгле чалавечага досвітку, і памяць захоўвае толькі паасобныя малюнкі",Янка Брыль,dumki.org
"Мой свет – мая вера, надзея, любоў – са мною",Янка Брыль,dumki.org
"У адзіноце ты, аднак, не адзін",Янка Брыль,dumki.org
Баяцца за другіх – не баязлівасць,Янка Брыль,dumki.org
"Прага шчасця настолькі вялікая ў нас, што нават самыя шчаслівыя моманты, дні, тыдні, гады – часцей за ўсё здаюцца … уступам да шчасця",Янка Брыль,dumki.org
"Ты пачынаешся тады, калі ты робіш выбар сам",Янка Брыль,dumki.org
Даволі часта чалавечы дур праяўляе ўласцівасць захоўвацца ў свежым выглядзе да самага паважанага ўзросту,Янка Брыль,dumki.org
"Вы ведаеце, што такое мода? Вазьміце бочку і пакладзіце туды порткі – год, два, тры… А потым, калі яна ўжо будзе поўная, перавярніце бочку і даставайце порткі – год, два, тры…",Янка Брыль,dumki.org
Сам ад сябе ў бутэльку не ўцячэш,Янка Брыль,dumki.org
"Давай лепш без залішняга гонару – абодва будзем у пяхоце, побач. Бо на ліха мне тая кавалерыя, дзе я – найчасцей – за каня!",Янка Брыль,dumki.org
Добра і ў старасці быць маладым!,Янка Брыль,dumki.org
"Калі я чытаю добрую кнігу, не папракайце мяне ў гультайстве. Не хочаце прызнаць, што я працую, дык думайце, што я малюся – Слову",Янка Брыль,dumki.org
"Людзі гоняцца за багацьцем не дзеля таго, каб рабіць бліжнім дабро, а каб нічога не рабіць, або – што яшчэ горш – каб шкодзіць",Ян Баршчэўскі,dumki.org
"Лепей памерці ад голаду, смагі і шчасьця ня ведаць спрадвеку, чым подласьць зрабіць хоць каму без развагі, тым болей – забіць чалавека",Ян Чачот,dumki.org
"Нішто так не вядзе каралеўства да хуткага заняпаду і зьнішчэньня, як наступ на веру",Мялеці Сматрыцкі,dumki.org
"Эх, чалавек, чалавек! Усё роўна не дабіцца табе, адкуль усё і што яно…",Максім Гарэцкі,dumki.org
"Кахаць, вучыцца і працаваць дзеля вызвалення Беларусі!",Максім Гарэцкі,dumki.org
"Разумнаму слава ‒ што крылы, а дурню ‒ камень ці пятля",Пятрусь Броўка,dumki.org
"Воля аплачваецца крывёй, рабскае жыцьцё ‒ боязьзю, а выбар робіць сумленьне",Кастусь Тарасаў,dumki.org
"Статуты патрэбныя кожнай дзяржаве, як вочы целу",Пётар Скарга,dumki.org
"Калі ты ня ўмееш сам забаўляцца, дык табой забаўляюцца іншыя",Валянцін Акудовіч,dumki.org
"Шануй чужое аж да пакланеньня, сваё любі да самазабыцьця",Пятро Бітэль,dumki.org
"Круці жорна пільна, то і тут будзе Вільня!",Народная прыказка,dumki.org
"Каму што, а пеўню ‒ бойка",Народная прыказка,dumki.org
"Ня будзе таго ніколі, каб жылі мы ў няволі!",Народная прыказка,dumki.org
"Там жыццё рай, дзе свабоды край!",Народная прыказка,dumki.org
"Для нас капаюць ямы, ды лягуць у іх самі!",Народная прыказка,dumki.org
"Усё мінецца, адна праўда застанецца",Народная прыказка,dumki.org
"Лепш смерць на полі, чым жыццё ў няволі",Народная прыказка,dumki.org
"Калі Бог злучыць, то ніхто не разлучыць",Народная прыказка,dumki.org
"Хто шануе сябе, таго і людзі шануюць",Народная прыказка,dumki.org
Хай будзе люб твой шлюб і каб да смерці без браку,Народная прыказка,dumki.org
"У каго дзеці, у таго шчасце",Народная прыказка,dumki.org
Якая зямля ‒ такі і хлеб,Народная прыказка,dumki.org
Які рамеснік ‒ такая работа,Народная прыказка,dumki.org
Многа ды дурнога,Народная прыказка,dumki.org
"Не тады сабак карміць, як на ўловы ехаць",Народная прыказка,dumki.org
"Пашыў: на сабаку ‒ мала, на ката ‒ вяліка",Народная прыказка,dumki.org
"Хоць памалу, абы добра",Народная прыказка,dumki.org
"Якая справа, такая й слава",Народная прыказка,dumki.org
Адклад не ідзе ў лад,Народная прыказка,dumki.org
Спроба не хвароба,Народная прыказка,dumki.org
Работы да самай суботы,Народная прыказка,dumki.org
Роблена наспех і зроблена насмех,Народная прыказка,dumki.org
"Скора каты робяцца, ды сляпыя родзяцца",Народная прыказка,dumki.org
Гаспадарку весці ‒ не лапці плесці,Народная прыказка,dumki.org
На сваім падвор'і і сабака ‒ пан,Народная прыказка,dumki.org
"Каму што, а пеўню ‒ бойка",Народная прыказка,dumki.org
"Не мела баба клопату, купіла парася",Народная прыказка,dumki.org
"Як не стала хлеба, дык і нож не трэба",Народная прыказка,dumki.org
"Хоць ясі крапіву ды салому, але пры дому",Народная прыказка,dumki.org
Па малаку ног не павалаку,Народная прыказка,dumki.org
Дай кішцы волю ‒ праясі і шчасце і долю,Народная прыказка,dumki.org
"Не было нас, быў квас, і не будзе нас, бузде квас",Народная прыказка,dumki.org
"Каб не дзірка ў роце, хадзіў бы ў злоце",Народная прыказка,dumki.org
Жытка: на дзьвух адна світка,Народная прыказка,dumki.org
Паны ‒ на траіх носяць штаны,Народная прыказка,dumki.org
"Ад'еўся як пан, а дурны, як баран",Народная прыказка,dumki.org
Прыбяры свінню хоць у золата ‒ усё роўна ў хлеў пойдзе,Народная прыказка,dumki.org
"Лепш пагана ехаць, чым добра ісці",Народная прыказка,dumki.org
"У сваім краю, як у раю",Народная прыказка,dumki.org
Паны і чэрці адной шэрсці,Народная прыказка,dumki.org
"Быў бы паніч, каб не свіны лыч",Народная прыказка,dumki.org
"Служы пану верна, то ён табе голаву зверне",Народная прыказка,dumki.org
"Пана клянуць, а пан таўсцее",Народная прыказка,dumki.org
"Пана не кляні, а віламі кальні",Народная прыказка,dumki.org
"Хвалі сена ў стагу, а пана ў грабу",Народная прыказка,dumki.org
"Хвалі каняку пасля дарогі, а пана ‒ як выцягне ногі",Народная прыказка,dumki.org
"Няма горшай долі, як жыць без волі",Народная прыказка,dumki.org
"Хоць хвойку жую, ды на волі жыву",Народная прыказка,dumki.org
Благая зямелька лепей добрага пана,Народная прыказка,dumki.org
"Конь любіць авёс, а поп ‒ каб прынёс",Народная прыказка,dumki.org
"Які поп, такі й прыход",Народная прыказка,dumki.org
"Поп людзей карае, а сам быбу валяе (што вытварае)",Народная прыказка,dumki.org
"Хто любіць папа, а хто пападдзю, а я дурачок, люблю паповых дачок",Народная прыказка,dumki.org
Юрысты на руку нячысты,Народная прыказка,dumki.org
"Якія тут святкі, калі лупяць падаткі",Народная прыказка,dumki.org
"Не давай, Божа, лячыцца ды судзіцца",Народная прыказка,dumki.org
"Праўды, як у судзе",Народная прыказка,dumki.org
"Калі на табе кажух ліхі, то суддзя глухі",Народная прыказка,dumki.org
"З моцным не біся, з багатым не судзіся",Народная прыказка,dumki.org
У судзе багаты рэдка вінаваты,Народная прыказка,dumki.org
У астрог шмат дарог,Народная прыказка,dumki.org
Наняўся ‒ запрадаўся,Народная прыказка,dumki.org
Мазалёваю працай не здабудзеш палацаў,Народная прыказка,dumki.org
Іншая рада ‒ горш як здрада,Народная прыказка,dumki.org
"Жаласнікаў многа, ды дапамагчы ‒ нікога",Народная прыказка,dumki.org
Праз аднаго барана усё стада пагана,Народная прыказка,dumki.org
Ён любіць толькі самога сябе і то адзін раз у год,Народная прыказка,dumki.org
"Дзе любяць, бывай рэдка, а дзе ня любяць ‒ ніколі",Народная прыказка,dumki.org
Прыйшоў не званы і ідзі не гнаны,Народная прыказка,dumki.org
"Госць першы дзень ‒ золата, другі дзень ‒ срэбра, а на трэці ‒ медзь, дамоў едзь!",Народная прыказка,dumki.org
"Студзень хаты студзіць, рана гаспадыню будзіць",Народная прыказка,dumki.org
З роднага боку і варона мілая,Народная прыказка,dumki.org
"Рана загоіцца, злое слова ‒ ніколі",Народная прыказка,dumki.org
Бацькаўшчыны не купляюць і не прадаюць,Народная прыказка,dumki.org
"Няма смачнейшай вадзіцы, як з роднай крыніцы",Народная прыказка,dumki.org
Родная зямелька – як зморанаму пасцелька,Народная прыказка,dumki.org
На добрай зямлі добрая надзея,Народная прыказка,dumki.org
"Якая птушка, такое і гняздзечка",Народная прыказка,dumki.org
"Які розум, такая і гаворка",Народная прыказка,dumki.org
Вялікага дуба з малым карэннем не бывае,Народная прыказка,dumki.org
Чужая хата горш за ката,Народная прыказка,dumki.org
"Свая хатка – родная матка, а чужая –  мачыха",Народная прыказка,dumki.org
"Дзе нянек многа, там дзiця бязнога",Народная прыказка,dumki.org
"Дзе прапала кароўка, там няхай i вяроўка",Народная прыказка,dumki.org
"Дурны законаў не чытае, ды свае мае",Народная прыказка,dumki.org
Загляне сонца i ў наша ваконца,Народная прыказка,dumki.org
"На вуснах — мёд, а на сэрцы — лёд",Народная прыказка,dumki.org
Цiхая сьвiньня глыбака рые,Народная прыказка,dumki.org
Шырокая лыжка рот дзярэ,Народная прыказка,dumki.org
"Чужыя грахі перад вачыма, а свае за плячыма",Народная прыказка,dumki.org
"Языком у Вільні, а галавою – за печчу",Народная прыказка,dumki.org
Лобам муру не праб’еш,Народная прыказка,dumki.org
"Што цела любіць, тое душу губіць",Народная прыказка,dumki.org
"Малыя дзеці – рукі баляць, вялікія – сэрца баліць",Народная прыказка,dumki.org
"Не наракай на люстэрка, калі нос крывы",Народная прыказка,dumki.org
У чужой старонцы не так свеціць сонца,Народная прыказка,dumki.org
На чужой старонцы рад сваёй варонцы,Народная прыказка,dumki.org
"Лепей у сваіх людзях з голаду паміраць, ніж у чужых людзях золата збіраць",Народная прыказка,dumki.org
"Чым за морам віно піць, лепш у Нёмане вадіцу",Народная прыказка,dumki.org
"Няма лепш за той куток, дзе вязалі пупок",Народная прыказка,dumki.org
Чужая старана прыбавіць ума!,Народная прыказка,dumki.org
Крумкач крумкачу вока не выдзеўбе,Народная прыказка,dumki.org
Сарока сароку бачыць здалёку,Народная прыказка,dumki.org
"Ластаўка вясну пачынае, а салавей канчае",Народная прыказка,dumki.org
"Па гнязду відаць, якая птушка",Народная прыказка,dumki.org
"Дзіця, не ўпаўшы, не вырасце",Народная прыказка,dumki.org
"Не навучаць бацькі, дык навучыць гора",Народная прыказка,dumki.org
Жонка – мужыкова пячонка,Народная прыказка,dumki.org
"Мужык дзяржыць адзiн вугал у хаце, а жонка — тры",Народная прыказка,dumki.org
"Не расказвай нiкому, што робiцца ўдому",Народная прыказка,dumki.org
Як зяць у хату — цешча за яечню,Народная прыказка,dumki.org
"Навука хоць намучыць, але жыць навучыць",Народная прыказка,dumki.org
"За аднаго вучонага сем слепакоў даюць, і то не бяруць",Народная прыказка,dumki.org
Без навук як без рук,Народная прыказка,dumki.org
"Стараешся, вучышся, а дурнем паміраеш",Народная прыказка,dumki.org
Поўна бруха да вучэння глуха,Народная прыказка,dumki.org
"Вырас пад неба, а дурань як трэба",Народная прыказка,dumki.org
"Барада па пояс, а розуму ні на волас",Народная прыказка,dumki.org
"Хто ў цемру глядзіць, той ад святла крывіцца",Народная прыказка,dumki.org
"Дзе няма волі, там няма і долі",Народная прыказка,dumki.org
"Ня май 100 рублёў, а май 100 сяброў",Народная прыказка,dumki.org
"Што пасееш, тое і пажнеш",Народная прыказка,dumki.org
Са свайго языка спусціш — на чужым не зловіш,Народная прыказка,dumki.org
Чужы кусок дзярэ раток,Народная прыказка,dumki.org
"Спрабуй золата агнём, а сябра - грашыма",Народная прыказка,dumki.org
Лета прагуляеце – восенню не збераце,Народная прыказка,dumki.org
"Як з пана пан, то аддасць валы, а як з мужыка пан, то здзярэ пасталы",Народная прыказка,dumki.org
"Дай Божа старым вочы, а маладому розум",Народная прыказка,dumki.org
"Любіш паганяць, любі і каня гадаваць",Народная прыказка,dumki.org
Сёння зробіш – заўтра як знойдзеш,Народная прыказка,dumki.org
"На вуснах — мёд, а на сэрцы — лёд",Народная прыказка,dumki.org
"Садзі сады і ў маладосці, і ў старасці!",Народная прыказка,dumki.org
"Сава не родзiць сакала, а такога чорта, як сама",Народная прыказка,dumki.org
"Лепей трошкі зрабіць, чым багата нагаварыць",Народная прыказка,dumki.org
Апошні подпіс і пячаць на дыплом гераізму ставіць толькі смерць,Браніслаў Тарашкевіч,dumki.org
"Зык, літара – гэта толькі цень, а слова – кроў і косць, жывое цела ў нашых душах, дарагое, майстэрнае начынне – у ім наш духовы набытак",Браніслаў Тарашкевіч,dumki.org
"Добра часам хоць падаць якую думку, задаць якое пытанне. Думка дарма не згініць, мо другі хто калі на яе адкажа",Браніслаў Тарашкевіч,dumki.org
Сёння не быць сляпым – і на заўтра мець гатовую думку,Браніслаў Тарашкевіч,dumki.org
Дэмакратызацыя культуры – без гэтага свабоды палітычныя – адна мёртвая літара,Браніслаў Тарашкевіч,dumki.org
Аснова нацыянальнага адраджэньня кожнага народу – яго родная школа,Браніслаў Тарашкевіч,dumki.org
Народ без школы ў роднай мове дзічэе,Браніслаў Тарашкевіч,dumki.org
Паміж жыццём і лозунгамі надта вялікая супярэчнасць,Браніслаў Тарашкевіч,dumki.org
Ужо самая вайна – гэта пачатак гаспадарчага крызісу,Браніслаў Тарашкевіч,dumki.org
"Хочучы быць тварцом міру, трэба мір спраўна прыгатаўляць",Браніслаў Тарашкевіч,dumki.org
Хоць галодзен – я свабодзен,Альгерд Абуховіч,dumki.org
"На свабодзе прападу,
А ў няволю не пайду!
Буду вольным ваўкалакам,
Ты ж на прывязі сабакам!",Альгерд Абуховіч,dumki.org
Перш за ўсё трэба… спазнаць сябе,Альгерд Абуховіч,dumki.org
"Сколькі ж гэта дзядоў не пазнала б сваёй нашчадзі на тэй зямлі, дзе спачываюць іх косці!",Альгерд Абуховіч,dumki.org
Бароняць народ і вера Айчызне з грунту змяняцца,Альгерд Абуховіч,dumki.org
Не стала бы паветра для подлых інстынктаў,Альгерд Абуховіч,dumki.org
"Круцялёў чым разбіраць,
Лепш абодвух пакараць.",Альгерд Абуховіч,dumki.org
Сколькі ж гэта архітвораў не можа назваць сваіх тварцоў?!,Альгерд Абуховіч,dumki.org
"Вельмі добра, калі чалавек спалучае ў сабе жвавасць дасціпнага розуму і цвёрдую непахіснасць волі",Андрэй Волян,dumki.org
Ва ўмовах адсутнасці свабоды разумовыя і фізічныя задаткі не могуць належным чынам выканаць сваё прызначэнне і ашчаслівіць чалавека,Андрэй Волян,dumki.org
Свабода ўласцівая самой чалавечай прыродзе і ніхто не нараджаецца рабом,Андрэй Волян,dumki.org
Усялякая празмернасць ператвараецца ў загану,Андрэй Волян,dumki.org
"Калі грамадства дазваляе чалавеку не зважаць на закон і рабіць усё, што кожны хоча, яно гэтым самым патурае прыхамаці і сваволі мацнейшых і нясе рабства згалелым і нямоглым",Андрэй Волян,dumki.org
Свабода заўсёды мае на мэце высакародныя ўчынкі і заўсёды спалучаецца са станоўчым ладам мыслення,Андрэй Волян,dumki.org
"Чалавек, не абазнаны ў мудрасці, не здольны як след распарадзіцца і сваім багаццем",Андрэй Волян,dumki.org
"Свабода кожнага будзе забяспечана дастаткова, калі законы ў грамадстве прымусяць людзей жыць так, каб ніхто нікому не шкодзіў",Андрэй Волян,dumki.org
"Прыслухоўвайцеся больш да чужых словаў, а не да свайго славаслоўя",Андрэй Волян,dumki.org
Вартае найчасцей і спараджаецца вартым,Андрэй Волян,dumki.org
"Калі ты будзеш лайдаком і не прыкладзеш вялікага намагання і працы, каб узгадаваць і ўзрасціць закладзенае ў цябе зерне, то замест добрага плёну атрымаеш адзін чартапалох. Талент, які тоіцца ў чалавеку, падобны да іскаркі. Падзьмеш, падкладзеш распалу – і загарыцца яна яркім полымем. А перастанеш дбаць і клапаціцца пра сваю іскарку – давядзеш да таго, што яна ніколі ўжо не засвеціць",Андрэй Волян,dumki.org
Нікчэмныя людзі замест існых каштоўнасцяў ганяюцца за іх ценямі,Андрэй Волян,dumki.org
"Кароль павінен рабіць толькі тое, што прадугледжвае ці патрабуе закон – вярхоўны ўладар як над грамадзянамі, так і над манархам",Андрэй Волян,dumki.org
"Калі свабода нам дарагая, дык будзем карыстацца ёю памяркоўна. Іначай, неабмежаваная свабода можа ператварыцца ў сваю процілегласць, то бок у рабства",Андрэй Волян,dumki.org
"Суровасць пакарання мусіць адпавядаць цяжкасці злачынства. Калі ж пакаранне аказваецца суровейшым за віну злачынцы, то гэта жорсткасць, а калі лягчэйшым, то самавольства. Як адно, так і другое нельга назваць справядлівасцю",Андрэй Волян,dumki.org
"Паміж жыццём чалавечым і жыццём звяроў ёсць розніца. Звяры забяспечваюць сваё існаванне сілай, і таму іх баяцца слабейшыя. Людзі ж з дапамогай законаў ствараюць грамадзянскую супольнасць, у якой моцныя і слабыя, багатыя і бедныя маюць аднолькавы прававы статус. Калі ж роўнасць у статусе тым ці іншым спосабам парушаецца, то няхай ніхто не грэе надзеі, што такая супольнасць будзе трывалай і даўгавечнай",Андрэй Волян,dumki.org
"Дзе ёсць несправядлівыя законы, там ёсць і прадажныя суды",Андрэй Волян,dumki.org
"Калі за нязначнае правапарушэнне і сур’ёзнае злачынства прадугледжваецца аднолькавае пакаранне, то ад справядлівасці не застаецца нічога",Андрэй Волян,dumki.org
Мэта законаў – гарантаваць чалавеку спакойнае валоданне ўласнасцю і абараніць яго ад несправядлівасці,Андрэй Волян,dumki.org
"Здаровы сэнс вучыць, што ў шлюбе трэба старанна і рупна дбаць пра душэўную чысціню",Андрэй Волян,dumki.org
"Запазычваць непрыстойныя, нізкія норавы нам не варта",Андрэй Волян,dumki.org
"П’яныя напоі шкодзяць не толькі прапойцам, але і ўсяму грамадству",Андрэй Волян,dumki.org
"Умеркаванасць ёсць калі не крыніцай, то ахавальніцай і аздобай усякай чалавечае вартасці",Андрэй Волян,dumki.org
Падпарадкоўвайце свае жаданні загадам розуму,Андрэй Волян,dumki.org
"Калі мы хочам зберагчы наша грамадства, мы павінны з дапамогай законаў стрымаць тых ненасытных, якія ператварыліся ў рабоў раскошы і марнатраўства",Андрэй Волян,dumki.org
"Нікчэмны той, хто бачыць, як нехта чужы дае яго жонцы тое, чаго не даў ён сам",Андрэй Волян,dumki.org
"Суддзя пры разумным асэнсаванні справы павінен заўсёды кіравацца прынцыпамі дабра і справядлівасці, не пераступаць межы правасуддзя і праз гэта апошняе не ператвараць найвышэйшы закон у найвышэйшую несправядлівасць",Андрэй Волян,dumki.org
"Справядлівасць патрабуе сумленна жыць, нікому не чыніць шкоды, кожнаму аддаваць тое, што яму належыць па праве, за добрыя справы ўзнагароджваць, а за дрэнныя – караць",Андрэй Волян,dumki.org
"Цвёрдасць волі азначае здольнасць асобы не паддавацца ніякім мольбам і просьбам, ніякім запалохванням і пагрозам мацнейшых, якія хацелі б перашкодзіць законнаму правасуддзю",Андрэй Волян,dumki.org
"Падабенства звычак, інтарэсаў мацней яднае тых, хто мілы адзін аднаму сэрцам",Андрэй Волян,dumki.org
"Шмат хто, папускаюцы сваім жаданням і жарсцям, не вытрымлівае ўмеркаванасці, якой патрабуе прырода. І тады асалода, прызначаная на ўмацаванне цела, нясе яму гібель",Андрэй Волян,dumki.org
"Калі знатны нашчадак аказваецца гультаём і лодырам, калі ён загразае ў распусце і блудзе, то вядомасць продкаў не толькі не дапамагае яму, а наадварот – выкрывае і высвечвае яго ліхія ўчынкі тым выразней, чым ярчэйшаю была слава яго бацькоў і дзядоў",Андрэй Волян,dumki.org
"Слава продкаў служыць патомкам як светач. Яна не дазваляе рабіць употай ні добрае, ні дрэннае",Андрэй Волян,dumki.org
"Гнеў – ён ёсць нішто іншае як прыкмета слабавольнасці, пры якой для ўзважанай памяркоўнасці няма месца",Андрэй Волян,dumki.org
"Я сцвярджаю не тырана, а караля, які будзе абараняць законы і звычаі нашага народа, а не кіравацца сваімі асабістымі капрызамі, клапаціцца толькі пра сябе і прыносіць шкоду пажытку паспалітаму, народнай справе (1573)",Андрэй Волян,dumki.org
Бог бласлаўляе вялікую працу маленькіх,Арцём Вярыга-Дарэўскі,dumki.org
"Дзейнічай, працуй, аб'ядноўвай вузлом любові, вучы славіць Бога, любіць суайчыннікаў і маці-радзіму",Арцём Вярыга-Дарэўскі,dumki.org
"Калі лад у сям’е
Дак само дабро плывець
І крэпка сям’я жывець",Арцём Вярыга-Дарэўскі,dumki.org
"Музыканты, што не гарманіруюць адны з адным душой, нядоўга цешаць гармоніяй музыкі",Арцём Вярыга-Дарэўскі,dumki.org
Мілыя мелодыі не на адно сэрца пырснулі выратавальнай расой,Арцём Вярыга-Дарэўскі,dumki.org
Рэчцы ў мора цэлай не праліцца,Арцём Вярыга-Дарэўскі,dumki.org
"Калі маса братоў засмучана, няма свабоднай весялосці",Арцём Вярыга-Дарэўскі,dumki.org
Побач з расцвітаючымі дабрачыннасцямі і д’ябал не спіць,Арцём Вярыга-Дарэўскі,dumki.org
У змаганні з цяжкасцямі дух вырастае,Арцём Вярыга-Дарэўскі,dumki.org
"Што чуе сэрца, тое без страху гавораць нашы вусны",Вінцэнт Дунін-Марцінкевіч,dumki.org
"Ці ж знаходзіць рэч цяжкая?
Латва знойдзе, хто шукае",Вінцэнт Дунін-Марцінкевіч,dumki.org
Чакаць – мужыцка прывычка,Вінцэнт Дунін-Марцінкевіч,dumki.org
"Людзей трэба слухаць.
Не прыстоіць проціў усіх дмухаць",Вінцэнт Дунін-Марцінкевіч,dumki.org
Юрыста абдзярэ ўсіх дачыста,Вінцэнт Дунін-Марцінкевіч,dumki.org
"Той кахання не дастане,
Хто адно глядзіць нажывы",Вінцэнт Дунін-Марцінкевіч,dumki.org
"Звяртайце ўвагу не на багацце, але на сэрца, навуку і славу ў людзей",Вінцэнт Дунін-Марцінкевіч,dumki.org
Услужыць нялёгка справядлівай славе!,Вінцэнт Дунін-Марцінкевіч,dumki.org
З адукацыяй і веру спалучайце!,Вінцэнт Дунін-Марцінкевіч,dumki.org
"Прысягу ламаць грэх вялікі, не гожа",Вінцэнт Дунін-Марцінкевіч,dumki.org
На шляху здрады хіба вам Бог дапаможа?,Вінцэнт Дунін-Марцінкевіч,dumki.org
"Не, да скнары, каб смерць пагражала, нябога,
Не ідзі за парадай і за дапамогай",Вінцэнт Дунін-Марцінкевіч,dumki.org
Між церня цвіце і прыгожая ружа,Вінцэнт Дунін-Марцінкевіч,dumki.org
"Дык і ў тых, пра каго кажуць: душы іх з лёду –
Растае лёд у танцы жыцця і свабоды",Вінцэнт Дунін-Марцінкевіч,dumki.org
Бараніць родны край – гэта рыцараў справа!,Вінцэнт Дунін-Марцінкевіч,dumki.org
"Асцярожна, каб веліч былога не сцерці!",Вінцэнт Дунін-Марцінкевіч,dumki.org
"У людскай натуры здаўна зло такое,
Што ляпей смакуе, дзетачкі, чужое",Вінцэнт Дунін-Марцінкевіч,dumki.org
