quote,author,source,low_text
"Усялякае Слова, Богам натхнёнае, – карыснае! Яно вучыць, выкрывае, выпраўляе і карае!",Францішак Скарына,dumki.org,усялякае слова богам натхнёнае – карыснае яно вучыць выкрывае выпраўляе і карае
"Што ні кажы, а жыццё, ужо само па сабе, ёсць радасць, вялікае шчасце, бясцэнны дар",Якуб Колас,dumki.org,што ні кажы а жыццё ужо само па сабе ёсць радасць вялікае шчасце бясцэнны дар
"Калі парушаюцца драбязговыя правы, то чалавек гатоў грызьціся за гэта і кусацца зубамі; там жа, дзе разьбіваецца сама аснова, прынцып, ён згінае сваю галаву і моўчкі падстаўляе яе пад абух",Якуб Колас,dumki.org,калі парушаюцца драбязговыя правы то чалавек гатоў грызьціся за гэта і кусацца зубамі там жа дзе разьбіваецца сама аснова прынцып ён згінае сваю галаву і моўчкі падстаўляе яе пад абух
Сэнс нашага жыцця — несупынны рух,Якуб Колас,dumki.org,сэнс нашага жыцця — несупынны рух
Няма ў чалавека нічога прыгажэй і даражэй за радзіму. Чалавек без радзімы ‒ бедны чалавек,Якуб Колас,dumki.org,няма ў чалавека нічога прыгажэй і даражэй за радзіму чалавек без радзімы ‒ бедны чалавек
"Шчасце можа быць поўным толькі тады, калі ўсе вакол цябе адчуваюць сябе шчаслівымі",Якуб Колас,dumki.org,шчасце можа быць поўным толькі тады калі ўсе вакол цябе адчуваюць сябе шчаслівымі
Шчасце – гэта гармонія,Якуб Колас,dumki.org,шчасце – гэта гармонія
Жыві і з Богам разжывайся,Якуб Колас,dumki.org,жыві і з богам разжывайся
Свая зямля – вось што аснова!,Якуб Колас,dumki.org,свая зямля – вось што аснова
"Зямля дасць волі, дасць і сілы,
Зямля паслужыць да магілы,
Зямля дзяцей тваіх не кіне,
Зямля – аснова ўсёй айчыне",Якуб Колас,dumki.org,зямля дасць волі дасць і сілы зямля паслужыць да магілы зямля дзяцей тваіх не кіне зямля – аснова ўсёй айчыне
"Набыць дабра не надта лёгка,
Яно, як шклечка тое, крохка:
Чуць да яго не так кранешся
І з чарапкамі астанешся",Якуб Колас,dumki.org,набыць дабра не надта лёгка яно як шклечка тое крохка чуць да яго не так кранешся і з чарапкамі астанешся
"Агонь блішчыць, як воўча вока",Якуб Колас,dumki.org,агонь блішчыць як воўча вока
"Дзень добры, новая мясціна!
Спаткай ты нас, як маці сына",Якуб Колас,dumki.org,дзень добры новая мясціна спаткай ты нас як маці сына
"І так, бывала, наясіся,
Што хоць на пупіку круціся",Якуб Колас,dumki.org,і так бывала наясіся што хоць на пупіку круціся
"А вось, як будзеце вучыцца,
То можна сэнсу і дабіцца",Якуб Колас,dumki.org,а вось як будзеце вучыцца то можна сэнсу і дабіцца
"А будзе йсці навука туга,
Падгоніць бацькава паруга!",Якуб Колас,dumki.org,а будзе йсці навука туга падгоніць бацькава паруга
"Няма чаго мянціць языкам,
А крык, як быў, і будзе крыкам",Якуб Колас,dumki.org,няма чаго мянціць языкам а крык як быў і будзе крыкам
Не любіць зайздрасці пчала,Якуб Колас,dumki.org,не любіць зайздрасці пчала
Смех гаворку аздабляе,Якуб Колас,dumki.org,смех гаворку аздабляе
"Няма чаго чакаць панукі,
Калі работы поўны рукі",Якуб Колас,dumki.org,няма чаго чакаць панукі калі работы поўны рукі
"Таемны вы, зямлі скрыжалі!
Чаго ў сябе вы не ўпісалі!",Якуб Колас,dumki.org,таемны вы зямлі скрыжалі чаго ў сябе вы не ўпісалі
"О край мой мілы! Ўсёй душою
Хачу злучыцца я з табою,
Ў тваіх палях пазычыць сілу,
Ў тваёй зямлі сысці ў магілу…",Якуб Колас,dumki.org,о край мой мілы ўсёй душою хачу злучыцца я з табою ў тваіх палях пазычыць сілу ў тваёй зямлі сысці ў магілу…
"Дарогі, вечныя дарогі!
Няма канца вам, ні супыну;
Вы жывы кожную часіну.
То поўны чараз спадзявання,
То страхаў цёмнага знікання",Якуб Колас,dumki.org,дарогі вечныя дарогі няма канца вам ні супыну вы жывы кожную часіну то поўны чараз спадзявання то страхаў цёмнага знікання
Дарога паслушна волі Бога,Якуб Колас,dumki.org,дарога паслушна волі бога
Усё сваю дарогу мае,Якуб Колас,dumki.org,усё сваю дарогу мае
"Я не зайздрошчу тым з вас, брацці,
Каго спрадвечныя закляцці
Не парушалі, не тамілі
І цяжкім каменем не білі
І для каго ўвесь гэты свет
Ёсць аднае цялежкі след,
Пытанні толькі дабрабыту,
Дзе ўсё прыводзіцца к карыту",Якуб Колас,dumki.org,я не зайздрошчу тым з вас брацці каго спрадвечныя закляцці не парушалі не тамілі і цяжкім каменем не білі і для каго ўвесь гэты свет ёсць аднае цялежкі след пытанні толькі дабрабыту дзе ўсё прыводзіцца к карыту
"Але раз ты наважыў дзела,
Ідзі станоўка, роўна, смела,
Ідзі, назад не аглядайся
І на другіх не пакладайся!",Якуб Колас,dumki.org,але раз ты наважыў дзела ідзі станоўка роўна смела ідзі назад не аглядайся і на другіх не пакладайся
"Час такі дарагі, што яго вельмі мала, каб жыць",Якуб Колас,dumki.org,час такі дарагі што яго вельмі мала каб жыць
Часамі самае маленькае знаходзіцца ў блізкай і цеснай сувязі з самым вялікім. Трэба толькі ўмець знайсці месца іх стыку,Якуб Колас,dumki.org,часамі самае маленькае знаходзіцца ў блізкай і цеснай сувязі з самым вялікім трэба толькі ўмець знайсці месца іх стыку
"Не прыпадабняйся свінні, што наеўшыся жалудоў, стала лычом рыць карэнні таго дуба, на каторым выраслі яны",Якуб Колас,dumki.org,не прыпадабняйся свінні што наеўшыся жалудоў стала лычом рыць карэнні таго дуба на каторым выраслі яны
Толькі на ўласных каранёх дае дрэва багаты плод,Якуб Колас,dumki.org,толькі на ўласных каранёх дае дрэва багаты плод
Сэнс жыцця нашага ‒ бесперапынны рух,Якуб Колас,dumki.org,сэнс жыцця нашага ‒ бесперапынны рух
Ніякае багацце людзей не бывае даражэйшым за іх родную мову,Якуб Колас,dumki.org,ніякае багацце людзей не бывае даражэйшым за іх родную мову
"Кожны народ мае свой гонар. Англічанін перад усім светам горда вызначае: я — англічанін! Тое самае скажа француз, немец, аўстрыец, рускі і іншыя прадстаўнікі другіх нацый. А мы, беларусы, не адважваемся прызнацца ў тым, што мы — беларусы. Бо на галаву беларускага народа, як вядома, многа выліта памыяў, годнасць яго прыніжана і мова яго асмеяна, у яго няма імя, няма твару. А з гэтага вынікае тое, што беларус-інтэлігент адмяжоўваецца не толькі ад свайго народа, але і ад бацькоў сваіх. Мы ведаем такое здарэнне з адным нашым знаёмым настаўнікам, да якога прыехала з дому матка. У яго былі госці. Ён пры гасцях не пасмеў пазнаць свае мацеры: «Ідзі ты, кажа, кабетка, на кухню: там цябе накормяць».
(""На ростанях"")",Якуб Колас,dumki.org,кожны народ мае свой гонар англічанін перад усім светам горда вызначае я — англічанін тое самае скажа француз немец аўстрыец рускі і іншыя прадстаўнікі другіх нацый а мы беларусы не адважваемся прызнацца ў тым што мы — беларусы бо на галаву беларускага народа як вядома многа выліта памыяў годнасць яго прыніжана і мова яго асмеяна у яго няма імя няма твару а з гэтага вынікае тое што беларус інтэлігент адмяжоўваецца не толькі ад свайго народа але і ад бацькоў сваіх мы ведаем такое здарэнне з адным нашым знаёмым настаўнікам да якога прыехала з дому матка у яго былі госці ён пры гасцях не пасмеў пазнаць свае мацеры «ідзі ты кажа кабетка на кухню там цябе накормяць» на ростанях
"Мы, беларусы, хітрыя — чорта абдурым
(""На ростанях"")",Якуб Колас,dumki.org,мы беларусы хітрыя — чорта абдурым на ростанях
"Сваё роднае, матчына слова мацней закранае струны сэрца
(""На ростанях"")",Якуб Колас,dumki.org,сваё роднае матчына слова мацней закранае струны сэрца на ростанях
"Давайце ўпарта верыць, што ўзлёт Беларусі непазбежны, і яе параненыя, падбітыя крылы здольныя ўрэшце рэшт узнесці яе ў сінія вышыні годнасці і ўпэўненасці, да непагаснага сонца волі і шчасця. Ні ў якім разе нельга складаць крылы!",Генадзь Бураўкін,dumki.org,давайце ўпарта верыць што ўзлёт беларусі непазбежны і яе параненыя падбітыя крылы здольныя ўрэшце рэшт узнесці яе ў сінія вышыні годнасці і ўпэўненасці да непагаснага сонца волі і шчасця ні ў якім разе нельга складаць крылы
"Мы не выбіраем час, у якім жывем, але мы выбіраем пазіцыю, з якой жывем у гэтым часе",Генадзь Бураўкін,dumki.org,мы не выбіраем час у якім жывем але мы выбіраем пазіцыю з якой жывем у гэтым часе
"Люблю тое, у што веру, а веру ў тое, што люблю",Язэп Драздовіч,dumki.org,люблю тое у што веру а веру ў тое што люблю
Не прыкланяйся і не пагарджай,Язэп Драздовіч,dumki.org,не прыкланяйся і не пагарджай
"Ці катастрофа, ці землятрасенне ‒
Імчымся пацярпеўшых выручаць...
А тут амаль што гіне пакаленне,
А сэрцы раўнадушныя маўчаць",Пімен Панчанка,dumki.org,ці катастрофа ці землятрасенне ‒ імчымся пацярпеўшых выручаць а тут амаль што гіне пакаленне а сэрцы раўнадушныя маўчаць
"Новы тэмп жыцця нясе новыя рытмы, новыя мелодыі і песні. Але песні Максіма Багдановіча не згубіліся, не растварыліся ў імклівым бегу часу. Яны і сёння неабходны нашым сэрцам, яны неабходны сучаснасці і будучыні",Пімен Панчанка,dumki.org,новы тэмп жыцця нясе новыя рытмы новыя мелодыі і песні але песні максіма багдановіча не згубіліся не растварыліся ў імклівым бегу часу яны і сёння неабходны нашым сэрцам яны неабходны сучаснасці і будучыні
"Мы смех і ранішні прамень
Цаніць адразу не ўмеем.
І што шчаслівы сёння дзень ‒
Назаўтра толькі разумеем",Сяргей Грахоўскі,dumki.org,мы смех і ранішні прамень цаніць адразу не ўмеем і што шчаслівы сёння дзень ‒ назаўтра толькі разумеем
"У глыбінях зямлі
Нашых душ карані...",Ніл Гілевіч,dumki.org,у глыбінях зямлі нашых душ карані
"У нас не толькі гразь ды копаць —
У нас Гісторыя была!",Ніл Гілевіч,dumki.org,у нас не толькі гразь ды копаць — у нас гісторыя была
"...Чаго мы ходзім на магілы? 
Што нас вядзе пад сосен шум? 

Ці жаль? Ці страх? Ці проста звычай? 
Ці неўсвядомлены абрад? 
Ці нейкай сілай таямнічай 
Жыве ў нас памяць цяжкіх страт? 

Чаго ідзём? Паплакаць горка? 
Паспавядацца? Клятву даць? 
Ці, можа, з гэтакіх пагоркаў 
Сваё жыццё нам лепш відаць? 

Свой шлях — у пошуках і ўдачах, 
У заблуджэннях і грахах? 
Ці ў гэткі час ясней мы бачым 
Радзімы-Бацькаўшчыны шлях? 

Ужо даўно і косці стлелі, 
Зямлёй зрабіліся даўно, 
А мы ідзём у прасвятленні 
Аддаць пашану ўсё адно...",Ніл Гілевіч,dumki.org,чаго мы ходзім на магілы што нас вядзе пад сосен шум ці жаль ці страх ці проста звычай ці неўсвядомлены абрад ці нейкай сілай таямнічай жыве ў нас памяць цяжкіх страт чаго ідзём паплакаць горка паспавядацца клятву даць ці можа з гэтакіх пагоркаў сваё жыццё нам лепш відаць свой шлях — у пошуках і ўдачах у заблуджэннях і грахах ці ў гэткі час ясней мы бачым радзімы бацькаўшчыны шлях ужо даўно і косці стлелі зямлёй зрабіліся даўно а мы ідзём у прасвятленні аддаць пашану ўсё адно
"Рабі дабро! Хоць нават коштам
Апошніх сіл, апошніх мук.
І не пытай: каму? завошта?
Рабі - без просьбаў і прынук!",Ніл Гілевіч,dumki.org,рабі дабро хоць нават коштам апошніх сіл апошніх мук і не пытай каму завошта рабі без просьбаў і прынук
"Для творцы
Навек пакінуць родны край —
Усё адно што і памёрці",Ніл Гілевіч,dumki.org,для творцы навек пакінуць родны край — усё адно што і памёрці
"У вёсцы так было адвеку:
Калі дасціпнае імя
Прышпіліць нехта чалавеку —
То не здзярэ і смерць сама",Ніл Гілевіч,dumki.org,у вёсцы так было адвеку калі дасціпнае імя прышпіліць нехта чалавеку — то не здзярэ і смерць сама
"Быў час, быў век, была эпоха",Ніл Гілевіч,dumki.org,быў час быў век была эпоха
"Як ты дорага мне, мая родная мова!
Мілагучнае, звонкае, спеўнае слова!",Ніл Гілевіч,dumki.org,як ты дорага мне мая родная мова мілагучнае звонкае спеўнае слова
"У жыцці маім слова найпершае «мама»
I цяпер для мяне сама міла гучыць",Ніл Гілевіч,dumki.org,у жыцці маім слова найпершае «мама» i цяпер для мяне сама міла гучыць
"А задумае вораг з далёкага краю
Апляваць, адабраць, знішчыць мову маю —
He дазволю.
                  He дам.
                               He прадам.
                                                 He змяняю.
I да смерці за волю тваю пастаю!",Ніл Гілевіч,dumki.org,а задумае вораг з далёкага краю апляваць адабраць знішчыць мову маю — he дазволю he дам he прадам he змяняю i да смерці за волю тваю пастаю
"Беларусь, мая сонца-краіна!",Ніл Гілевіч,dumki.org,беларусь мая сонца краіна
"Таго народа ўжо няма… Але!
Але ён здолее паўстаць нанова,
Калі ў душы ягонай на чале
Усіх святых парываў стане МОВА",Ніл Гілевіч,dumki.org,таго народа ўжо няма… але але ён здолее паўстаць нанова калі ў душы ягонай на чале усіх святых парываў стане мова
"Сёння матчынай мовы, а заўтра
Засаромiшся мацi самой?",Ніл Гілевіч,dumki.org,сёння матчынай мовы а заўтра засаромiшся мацi самой
"Ведай: роднае слова грымела
У крывавым агнi барыкад,
За свабоду адважна i смела
Заклікала ў паход, як набат.
Родным словам мы грознай парою
Гуртавалi рады змагароў,
З родным словам на вуснах герояў
Запякалася алая кроў.
За яго памiралi i гiблi,
Каб на здзекi i глум не аддаць,
Каб маглі сёння песнi i гiмны
Пра шчаслiвую долю складаць",Ніл Гілевіч,dumki.org,ведай роднае слова грымела у крывавым агнi барыкад за свабоду адважна i смела заклікала ў паход як набат родным словам мы грознай парою гуртавалi рады змагароў з родным словам на вуснах герояў запякалася алая кроў за яго памiралi i гiблi каб на здзекi i глум не аддаць каб маглі сёння песнi i гiмны пра шчаслiвую долю складаць
Вельмі мала змарнаваў я свайго жыцьця. І гэта мяне цешыць,Ніл Гілевіч,dumki.org,вельмі мала змарнаваў я свайго жыцьця і гэта мяне цешыць
Праца ў літаратуры — справа для людзей мужных. Баязьліўцу ня месца ў літаратуры,Ніл Гілевіч,dumki.org,праца ў літаратуры — справа для людзей мужных баязьліўцу ня месца ў літаратуры
Беларускі народ і ў маўчаньні вялікі,Ніл Гілевіч,dumki.org,беларускі народ і ў маўчаньні вялікі
"Доўгія стагодзьдзі забівалі ў народзе ўсё, што можна было забіць. Але ж не забілі дарэшты. Тое, што народ сёньня не бярэ зброю ў рукі і не змагаецца — нічога. Беларускі народ і ў маўчаньні вялікі. Прыйдзе пара, і вырашальнае слова будзе сказана",Ніл Гілевіч,dumki.org,доўгія стагодзьдзі забівалі ў народзе ўсё што можна было забіць але ж не забілі дарэшты тое што народ сёньня не бярэ зброю ў рукі і не змагаецца — нічога беларускі народ і ў маўчаньні вялікі прыйдзе пара і вырашальнае слова будзе сказана
"Я катэгарычна супраць трасянкі. Яна — пераходная ступень да поўнай ліквідацыі беларускай мовы...
Трасянка — зьява пачварная, іншай ацэнкі быць ня можа",Ніл Гілевіч,dumki.org,я катэгарычна супраць трасянкі яна — пераходная ступень да поўнай ліквідацыі беларускай мовы трасянка — зьява пачварная іншай ацэнкі быць ня можа
"Паклон табе, мой беларускі краю!",Ніл Гілевіч,dumki.org,паклон табе мой беларускі краю
"Звычайна, добрае цягнецца да добрага",Ніл Гілевіч,dumki.org,звычайна добрае цягнецца да добрага
"Равуць вятры, грымяць грамы, 
Пыл засьціць вочы нам, і ўсё ж, 
I ўсё ж мы дойдзем, дойдзем мы 
Да Беларусі!..",Ніл Гілевіч,dumki.org,равуць вятры грымяць грамы пыл засьціць вочы нам і ўсё ж i ўсё ж мы дойдзем дойдзем мы да беларусі
"
Паэзію аспрэчыць немагчыма",Ніл Гілевіч,dumki.org,паэзію аспрэчыць немагчыма
"Як доўга яшчэ будзе ў нас у вачах
I ў кожным штрыху чалавечым –
Наш, пройдзены намі, пакутлівы шлях.
Наш сум па няспраўджаным нечым?",Ніл Гілевіч,dumki.org,як доўга яшчэ будзе ў нас у вачах i ў кожным штрыху чалавечым – наш пройдзены намі пакутлівы шлях наш сум па няспраўджаным нечым
"Родныя гукі...
З гукаў — родныя словы...
Са словаў — песьні,
Казкі, паэмы, драмы,
Жыцьцё, Радзіма, Народ.",Ніл Гілевіч,dumki.org,родныя гукі з гукаў — родныя словы са словаў — песьні казкі паэмы драмы жыцьцё радзіма народ
"Я — беларус, i хоць сягоння
Яшчэ малы, але скажу:
Я родам з племя непакорных
I прад бядой не задрыжу!..",Ніл Гілевіч,dumki.org,я — беларус i хоць сягоння яшчэ малы але скажу я родам з племя непакорных i прад бядой не задрыжу
"Сёньня для нас важней за ўсё — Мова, на першым пляне павінна быць Мова! Будзе Мова — будзе нацыянальная сьвядомасьць і будзе Беларусь. Ня будзе Мовы — ня будзе Беларусі",Ніл Гілевіч,dumki.org,сёньня для нас важней за ўсё — мова на першым пляне павінна быць мова будзе мова — будзе нацыянальная сьвядомасьць і будзе беларусь ня будзе мовы — ня будзе беларусі
"Без усведамлення, што такое мова ў жыцці народа, што такое нацыянальная культура, нацыянальная гісторыя, у народа не можа быць будучыні",Ніл Гілевіч,dumki.org,без усведамлення што такое мова ў жыцці народа што такое нацыянальная культура нацыянальная гісторыя у народа не можа быць будучыні
"Будзем аптымістамі, іншага не дадзена. Будзем верыць у нашу праўду, у нашу перамогу",Ніл Гілевіч,dumki.org,будзем аптымістамі іншага не дадзена будзем верыць у нашу праўду у нашу перамогу
"Ёсць адна толькі мудрасць жыцця і яе шаную;
Вось што кажа яна:
Калі хочаш праўдзіва ты жыць, дык пей чару любую,
Але толькі да дна",Максім Багдановіч,dumki.org,ёсць адна толькі мудрасць жыцця і яе шаную вось што кажа яна калі хочаш праўдзіва ты жыць дык пей чару любую але толькі да дна
"Ёсць на свеце такія бадзягі,
Што не вераць ні ў Бога, ні ў чорта,
Ім прыемны стракатыя сцягі
Караблёў акіянскага порта",Максім Багдановіч,dumki.org,ёсць на свеце такія бадзягі што не вераць ні ў бога ні ў чорта ім прыемны стракатыя сцягі караблёў акіянскага порта
"Дзіцё, што ў коласе зярно",Максім Багдановіч,dumki.org,дзіцё што ў коласе зярно
"Ах, колькі ёсць красы цудоўнай поруч з намі,
Калі глядзець вакол дзіцячымі вачамі!",Максім Багдановіч,dumki.org,ах колькі ёсць красы цудоўнай поруч з намі калі глядзець вакол дзіцячымі вачамі
Рупная пчала ўмее ў соты мёд сабраць і з горкіх кветак,Максім Багдановіч,dumki.org,рупная пчала ўмее ў соты мёд сабраць і з горкіх кветак
"Проці цячэньня вады 
Зможа толькі жывое паплыць,
Хвалі ж ракі заўсягды
Тое цягнуць, што скончыла жыць",Максім Багдановіч,dumki.org,проці цячэньня вады зможа толькі жывое паплыць хвалі ж ракі заўсягды тое цягнуць што скончыла жыць
"У родным краю ёсць крыніца
Жывой вады",Максім Багдановіч,dumki.org,у родным краю ёсць крыніца жывой вады
Трэба журыцца душою на свежых магілах пуста пранёсшыхся дзён,Максім Багдановіч,dumki.org,трэба журыцца душою на свежых магілах пуста пранёсшыхся дзён
"Не хіліцца з бяды, не пужацца агня,
Бо мы толькі тады дачакаемся дня,
Калі нас не здалее змаганне злякаць",Максім Багдановіч,dumki.org,не хіліцца з бяды не пужацца агня бо мы толькі тады дачакаемся дня калі нас не здалее змаганне злякаць
Бачанаму мной – я годны веры сведак,Максім Багдановіч,dumki.org,бачанаму мной – я годны веры сведак
"Ўсё знікае, праходзіць, як дым,
Светлы ж след будзе вечна жывым",Максім Багдановіч,dumki.org,ўсё знікае праходзіць як дым светлы ж след будзе вечна жывым
"Мудры і кіпучы верш … ‒ як дар прыроды,
Вінаграднае, густое, цёмнае віно:
Дні ідуць, праходзяць годы,‒
Але ўсё крапчэй, хмяльнее робіцца яно",Максім Багдановіч,dumki.org,мудры і кіпучы верш … ‒ як дар прыроды вінаграднае густое цёмнае віно дні ідуць праходзяць годы ‒ але ўсё крапчэй хмяльнее робіцца яно
"Трэба з сталі каваць, гартаваць гібкі верш,
Абрабіць яго трэба з цярпеннем.
Як ударыш ты ім, ‒ ён, як звон, зазвініць,
Брызнуць іскры з халодных камення",Максім Багдановіч,dumki.org,трэба з сталі каваць гартаваць гібкі верш абрабіць яго трэба з цярпеннем як ударыш ты ім ‒ ён як звон зазвініць брызнуць іскры з халодных камення
"Жыві і цэльнасці шукай,
Аб шыраце духоўнай дбай.
І ў напружэнні паўнаты
Свайго шырокага жыцця
Без болю, ціха зойдзеш ты
Ў краіну забыцця",Максім Багдановіч,dumki.org,жыві і цэльнасці шукай аб шыраце духоўнай дбай і ў напружэнні паўнаты свайго шырокага жыцця без болю ціха зойдзеш ты ў краіну забыцця
"Зварушаны, нарэшце дух народны … бясплодна не засне",Максім Багдановіч,dumki.org,зварушаны нарэшце дух народны … бясплодна не засне
"Калісь глядзеў на сонца я,
Мне сонца асляпіла вочы.
Ды што мне цемень вечнай ночы.
Калісь глядзеў на сонца я",Максім Багдановіч,dumki.org,калісь глядзеў на сонца я мне сонца асляпіла вочы ды што мне цемень вечнай ночы калісь глядзеў на сонца я
"Хто мы такія?
Толькі падарожныя, ‒ папутнікі сярод нябёс",Максім Багдановіч,dumki.org,хто мы такія толькі падарожныя ‒ папутнікі сярод нябёс
"Нашто ж на зямлі
Сваркі і звадкі, боль і горыч,
Калі ўсе мы разам ляцім
Да зор?",Максім Багдановіч,dumki.org,нашто ж на зямлі сваркі і звадкі боль і горыч калі ўсе мы разам ляцім да зор
"Дай Бог арла варонай не назваць;
Варону жа арлом – нічога",Максім Багдановіч,dumki.org,дай бог арла варонай не назваць варону жа арлом – нічога
"Чалавечай душы няхораша мацаць рукамі. Далікатныя людзі самі ведаюць гэта, а недалікатным аб гэтым напамінаюць",Максім Багдановіч,dumki.org,чалавечай душы няхораша мацаць рукамі далікатныя людзі самі ведаюць гэта а недалікатным аб гэтым напамінаюць
"Баронячы наш народ, мы павінны бараніць і нашу культуру. І што б там не было, а гмах яе, калісьці распачаты, павінен быць збудованы да канца",Максім Багдановіч,dumki.org,баронячы наш народ мы павінны бараніць і нашу культуру і што б там не было а гмах яе калісьці распачаты павінен быць збудованы да канца
"Як кожны народ мае сваю нацыянальную душу, так ён мае і свой асаблівы склад (стыль) творчасці, найбольш прыдатны для гэтай душы",Максім Багдановіч,dumki.org,як кожны народ мае сваю нацыянальную душу так ён мае і свой асаблівы склад стыль творчасці найбольш прыдатны для гэтай душы
"Занасіць толькі чужое, не развіваючы свайго, ‒ гэта знача глуміць народную душу",Максім Багдановіч,dumki.org,занасіць толькі чужое не развіваючы свайго ‒ гэта знача глуміць народную душу
"Кожны інтэлігент павінен адпавядаць наступным двум патрабаванням: па-першае, ён мусіць мець памкненне да ведаў, па-другое, ён мусіць імкнуцца несці свае веды на карысць народу",Максім Багдановіч,dumki.org,кожны інтэлігент павінен адпавядаць наступным двум патрабаванням па першае ён мусіць мець памкненне да ведаў па другое ён мусіць імкнуцца несці свае веды на карысць народу
Сэнс існавання кожнай інтэлігенцыі: яна развівае народную культуру,Максім Багдановіч,dumki.org,сэнс існавання кожнай інтэлігенцыі яна развівае народную культуру
Глухі людскі натоўп,Максім Багдановіч,dumki.org,глухі людскі натоўп
"Выціскаючы беларускую мову з школы, мы хілім да растраты вынікаў велізарнай, шматвяковай духоўнай працы цэлага народа, збіваем думку дзіцяці з натуральных псіхалагічных сцяжынак і груба абцінаем ягоны душэўны свет",Максім Багдановіч,dumki.org,выціскаючы беларускую мову з школы мы хілім да растраты вынікаў велізарнай шматвяковай духоўнай працы цэлага народа збіваем думку дзіцяці з натуральных псіхалагічных сцяжынак і груба абцінаем ягоны душэўны свет
"Жывеш ня вечна, чалавек, –
Перажыві ж у момант век!",Максім Багдановіч,dumki.org,жывеш ня вечна чалавек – перажыві ж у момант век
"Старадаўняй Лiтоўскай пагонi
Не разьбiць, не спынiць, не стрымаць!",Максім Багдановіч,dumki.org,старадаўняй лiтоўскай пагонi не разьбiць не спынiць не стрымаць
"Ёсць паэты, з якімі можна дзяліцца радасцю і горам, паэты светлага розуму і чыстага сэрца",Юрка Гаўрук,dumki.org,ёсць паэты з якімі можна дзяліцца радасцю і горам паэты светлага розуму і чыстага сэрца
Пачынаецца ўсё з любвi. А iнакш i жыць немагчыма,Яўгенія Янішчыц,dumki.org,пачынаецца ўсё з любвi а iнакш i жыць немагчыма
"Глоткi, якiя крычаць за народ,
збрыдзяць нарэшце народу,
Твары, якiя цешаць народ,
палiчыць народ за шкоду.
Рукi, што цягнуцца за народ,
народ адсячэ па локаць.
Iмёнамi, што палюбiў народ,
будуць народ палохаць.
Стомiцца тлум i ацiшыцца шум,
скрогат свае адбудзе,
Спадчыну цiха возьмуць сабе цемныя людзi.

(пераклад Рыгора Барадулiна)",Адам Міцкевіч,dumki.org,глоткi якiя крычаць за народ збрыдзяць нарэшце народу твары якiя цешаць народ палiчыць народ за шкоду рукi што цягнуцца за народ народ адсячэ па локаць iмёнамi што палюбiў народ будуць народ палохаць стомiцца тлум i ацiшыцца шум скрогат свае адбудзе спадчыну цiха возьмуць сабе цемныя людзi пераклад рыгора барадулiна
"Каб краіна магла жыць, трэба, каб жылі правы",Адам Міцкевіч,dumki.org,каб краіна магла жыць трэба каб жылі правы
"Выжываць ‒ гэта любой цаною, а жыць ‒ гэта ўсё-ткі менш ці больш сумленна",Янка Брыль,dumki.org,выжываць ‒ гэта любой цаною а жыць ‒ гэта ўсё ткі менш ці больш сумленна
Толькі чыстыя сэрцы бачаць сапраўдную прыгажосьць,Янка Брыль,dumki.org,толькі чыстыя сэрцы бачаць сапраўдную прыгажосьць
"У кожнага з людзей свае даліны і ўзгоркі, свая хада па іх, а неба, зорнае неба – адно…",Янка Брыль,dumki.org,у кожнага з людзей свае даліны і ўзгоркі свая хада па іх а неба зорнае неба – адно…
Святую наіўнасць маленства ў старасць не перанясеш,Янка Брыль,dumki.org,святую наіўнасць маленства ў старасць не перанясеш
Дыстанцыя ў часе дае пэўную аб’ектыўнасць у стаўленні да зробленага самім табою,Янка Брыль,dumki.org,дыстанцыя ў часе дае пэўную аб’ектыўнасць у стаўленні да зробленага самім табою
"Будучы далёка ад дому, вельмі хораша бачыцца на планеце сваё роднае",Янка Брыль,dumki.org,будучы далёка ад дому вельмі хораша бачыцца на планеце сваё роднае
Жыццём напоўнены салдацкі кацялок,Янка Брыль,dumki.org,жыццём напоўнены салдацкі кацялок
"Першыя ўспаміны расплываюцца ў ружовай, мілай імгле чалавечага досвітку, і памяць захоўвае толькі паасобныя малюнкі",Янка Брыль,dumki.org,першыя ўспаміны расплываюцца ў ружовай мілай імгле чалавечага досвітку і памяць захоўвае толькі паасобныя малюнкі
"Мой свет – мая вера, надзея, любоў – са мною",Янка Брыль,dumki.org,мой свет – мая вера надзея любоў – са мною
"У адзіноце ты, аднак, не адзін",Янка Брыль,dumki.org,у адзіноце ты аднак не адзін
Баяцца за другіх – не баязлівасць,Янка Брыль,dumki.org,баяцца за другіх – не баязлівасць
"Прага шчасця настолькі вялікая ў нас, што нават самыя шчаслівыя моманты, дні, тыдні, гады – часцей за ўсё здаюцца … уступам да шчасця",Янка Брыль,dumki.org,прага шчасця настолькі вялікая ў нас што нават самыя шчаслівыя моманты дні тыдні гады – часцей за ўсё здаюцца … уступам да шчасця
"Ты пачынаешся тады, калі ты робіш выбар сам",Янка Брыль,dumki.org,ты пачынаешся тады калі ты робіш выбар сам
Даволі часта чалавечы дур праяўляе ўласцівасць захоўвацца ў свежым выглядзе да самага паважанага ўзросту,Янка Брыль,dumki.org,даволі часта чалавечы дур праяўляе ўласцівасць захоўвацца ў свежым выглядзе да самага паважанага ўзросту
