page,category,proverb
123,ПРЫКАЗКІ І ПРЫМАЎКІ,"Які палец ні парэж, аднолькава баліць. 
Кожнае дзіця дарагое бацькам."
123,ПРЫКАЗКІ І ПРЫМАЎКІ,"Які поп, такі яго прыход. 
У добрага гаспадара ўсюды парадак."
123,ПРЫКАЗКІ І ПРЫМАЎКІ,"Які розум, такая і гаворка."
123,ПРЫКАЗКІ І ПРЫМАЎКІ,"Які цесля - такі клін, які бацька - такі сын. 
Бацькі паўтараюцца ў дзецях. 
а) Якое дрэва - такі клін, які бацька - такі сын."
123,ПРЫКАЗКІ І ПРЫМАЎКІ,"Якім рогам дастану, такім і чухаюся. 
“Як выходзіць, так і жыву” (тлум. інф.)."
123,ПРЫКАЗКІ І ПРЫМАЎКІ,"Якія грошы, такі тавар. 
“Па грашах і тавар” (тлум. інф.)."
123,ПРЫКАЗКІ І ПРЫМАЎКІ,"Якія сані, такія і самі. 
“Кажны заслугоўвая тоя, чаго варты” (тлум. інф.)."
123,ПРЫКАЗКІ І ПРЫМАЎКІ,"а) З лысінкаю нарадзіўся, з лысінкаю і памрэ. 
У характары чалавека з часам мала што мяняецца."
124,ПРЫКАЗКІ І ПРЫМАЎКІ,"Як мужык з жонкай сварыцца, то ў гаршку трасца варыцца. 
Сваркі бураць сям'ю. Без згоды ў сям'і не будзе дастатку."
124,ПРЫКАЗКІ І ПРЫМАЎКІ,"Як наварыла, так і еж. 
“Несмач ніхто ні хоча есьці” (тлум. інф.)."
124,ПРЫКАЗКІ І ПРЫМАЎКІ,"Як наясіся дабра, то нап'ешся з вядра. 
Пасля смачнай, сытнай ежы і вады нап'ешся."
124,ПРЫКАЗКІ І ПРЫМАЎКІ,"Як не будзеш раяны, то не будзеш лаяны. 
“Ніколі ні давай парадаў, бо калі твае парады ні спраўдзяцца, здабудзяш непрыяцеляў” (тлум. інф.)."
124,ПРЫКАЗКІ І ПРЫМАЎКІ,"Як не вымые рука, то не выпалашча рака. 
Да ўсяго трэба прыкласці рукі, нішто не зробіцца само."
124,ПРЫКАЗКІ І ПРЫМАЎКІ,"Як не еў, то не мог, а наеўся, то аблёг. 
Пра гультайства."
124,ПРЫКАЗКІ І ПРЫМАЎКІ,"Як не запрог, то не нукай. 
Гэткімі словамі абсякуць таго, хто любіць у працы пакрыкваць на іншых."
124,ПРЫКАЗКІ І ПРЫМАЎКІ,"Як не палюбіш на брудна, то і на чыста трудна. 
“Калі кавалер ні прыгледзяў дзеўку ў працы, то на гулянцы тым болей” (тлум. інф.)."
124,ПРЫКАЗКІ І ПРЫМАЎКІ,"Як не ўкусіць, то ўшчыкне, а ўсё роўна не міне. 
Пра надакучлівага, прыдзірлівага чалавека."
124,ПРЫКАЗКІ І ПРЫМАЎКІ,"Як ні варочай, адно аднаго карочай. 
Усе людзі розныя па характарах, здольнасцях."
125,ПРЫКАЗКІ І ПРЫМАЎКІ,"Як падмажаш, так паедзеш. 
“Як дасі хабар, то справу зрушыш зь месца” (тлум. інф.)."
125,ПРЫКАЗКІ І ПРЫМАЎКІ,"Як памёр Міранец, то ішоў увесь канец, а як памёр Радзючок, толькі поп ды дзячок. 
Канец - тут: вуліца. “Як памрэ багаты, то ўсе йдуць правясьці ў апошнюю дарогу, спадзеючыся на багатую вячэру. А як бедны чалавек памрэ, то чаго да яго йсьці?” (тлум. інф.). 
а) Як памрэ багаты, то ўсе ідуць у хату, а як памрэ бедачок, то ідзе поп і дзячок."
125,ПРЫКАЗКІ І ПРЫМАЎКІ,"Як панадзіцца воўк у авечкі, то пакуль усіх не перавалочыць. 
“Як завядзецца злодзей у сяле, то цяшко ад яго пазбавіцца” (тлум. інф.)."
125,ПРЫКАЗКІ І ПРЫМАЎКІ,"Як папыталі, так адказалі. 
“Ты да чалавека з павагаю - і да цябе гэдаксама” (тлум. інф.)."
125,ПРЫКАЗКІ І ПРЫМАЎКІ,"Як паслаўся, так і выспаўся. 
“Як пастараўся, так і маяш” (тлум. інф.)."
125,ПРЫКАЗКІ І ПРЫМАЎКІ,"Як пачну лопаць, то за тыдзень локаць, за сорак дзён - гіба вон. 
Прыгаворка ткаллі. Локаць - старадаўняя мера даўжыні, роўная прыблізна паўметра. Гіба - мера асновы, палатна даўжынёй на хатнюю сцяну."
125,ПРЫКАЗКІ І ПРЫМАЎКІ,"Якое ехала, такое судасіла. 
Пра няўдалых мужа і жонку. Судасіць - спаткаць."
125,ПРЫКАЗКІ І ПРЫМАЎКІ,"Якое карэнне, такое і насенне."
125,ПРЫКАЗКІ І ПРЫМАЎКІ,"Якой мерай мераеш, такой табе памераюць. 
“Як ты да людзей, гэдык і людзі да цябе” (тлум. інф.)."
126,ПРЫКАЗКІ І ПРЫМАЎКІ,"Як п'ян, то капітан, а праспіцца, то свінні баіцца. 
“Як нап'ецца, то герой, а працьверазея, то забыўся на сваё геройство” (тлум. інф.). Як робіш, так маеш."
126,ПРЫКАЗКІ І ПРЫМАЎКІ,"Як пашыеш, так і зносіш."
126,ПРЫКАЗКІ І ПРЫМАЎКІ,"Як пойдзеш нацянькі, то праходзіш тры дзянькі. 
Не заўсёды простая дарога прыводзіць да мэты."
126,ПРЫКАЗКІ І ПРЫМАЎКІ,"Як прыйдзе смерць, сарочку знойдзеш. 
Не трэба марыць пра недасяжнае, аддаленае ў часе, трэба жыць сённяшнім днём."
126,ПРЫКАЗКІ І ПРЫМАЎКІ,"Як прыпрэ, то і Кузьму бацькам назаве. 
“У бядзе кажны шукая люцкой помачы, прыхільнасьці” (тлум. інф.)."
126,ПРЫКАЗКІ І ПРЫМАЎКІ,"Як пякла хлеб маці, то быў закалец на палец, стала пячы я, то стала на два. 
Закалец - сыры, нявыпечаны хлеб пры ніжняй скарынцы. “Хлеп сеў на скарынку, бо ні выхадзіўся ў дзяжы” (тлум. інф.). Кажуць іранічна пра таго, хто смяецца з няўдачы іншага."
126,ПРЫКАЗКІ І ПРЫМАЎКІ,"Як сеў, так і прыкіпеў. 
Пра бестурботнага, нядбалага, бесклапотнага чалавека."
126,ПРЫКАЗКІ І ПРЫМАЎКІ,"Як скажа, то не перажуеш. 
Пра бязглуздага чалавека і яго гаворку."
126,ПРЫКАЗКІ І ПРЫМАЎКІ,"Як стукаеш, так і адчыняюць. 
“Як добра папросіш чалавека, то ён ні ў чым табе ні адмовіць” (тлум. інф.). Як ступіў, то і саграшыў."
127,ПРЫКАЗКІ І ПРЫМАЎКІ,"Як судзінка поўна, то й гаспадынька моўна. 
Судзінка - бочка ці скрыня, у якую ссыпалі збожжа. “Як поўная камора прыпасаў, тады й гаспадыня нешчо варта і да яе голасу прыслухоўваюцца” (тлум. інф.). 
а) Як поўная скрыня, то і я гаспадыня."
127,ПРЫКАЗКІ І ПРЫМАЎКІ,"Як сучка не схоча, сабачка не скоча. 
Не жыццёвыя абставіны, а распуста прыводзіць да граху."
127,ПРЫКАЗКІ І ПРЫМАЎКІ,"Як схочаш, то вяроўку на шыю знойдзеш. 
Без старання, хацення выніку не даб'ешся."
127,ПРЫКАЗКІ І ПРЫМАЎКІ,"Як сцячэ, то і кепская гаспадыня хлеба напячэ. 
“Як ураджайны гот, і мука сыпляцца, цячэ ж жорноў, то кажная гаспадыня хлеп напячэ” (тлум. інф.)."
127,ПРЫКАЗКІ І ПРЫМАЎКІ,"Як топішся, то і за брытву хопішся. 
У цяжкім, безвыходным становішчы шукаеш паратунку, выкарыстоўваеш апошні шанц."
127,ПРЫКАЗКІ І ПРЫМАЎКІ,"Як трывога, усе да Бога, а па трывозе - забыліся аб Бозе. 
“Да бога заўсёды зьвяртаюцца ў няшчасьці, а пакінула бяда - і бох ні патрэбян” (тлум. інф.)."
127,ПРЫКАЗКІ І ПРЫМАЎКІ,"Як ты да Бога, гэтак і Бог да цябе. 
“І да бога, і да людзей трэба быць шчырым, праўдзівым” (тлум. інф.)."
127,ПРЫКАЗКІ І ПРЫМАЎКІ,"Як ты да людзей, так людзі да цябе. 
Пра ўзаемапавагу. 
а) Як ты да мяне, так і я да цябе."
127,ПРЫКАЗКІ І ПРЫМАЎКІ,"“Цяшко чалавеку ўстрымацца ад граху, адно спадзяваньне - на божае дараваньне” (тлум. інф.)."
128,ПРЫКАЗКІ І ПРЫМАЎКІ,"Як у голаў зайдзе, то і на печы знайдзе."
128,ПРЫКАЗКІ І ПРЫМАЎКІ,"Як хачу, так па бацьку плачу. 
Чалавек вольны ў паводзінах. Як хлеб на возе, то няма бяды ў дарозе. 
Г. зн. галодны не будзеш. 
а) Як хлеб у возе, то і абед у дарозе."
128,ПРЫКАЗКІ І ПРЫМАЎКІ,"Як хочаш памагчы, то лепей памаўчы. 
Часам парады чужога чалавека дакучаюць, збіваюць з толку."
128,ПРЫКАЗКІ І ПРЫМАЎКІ,"Як хто есць, так і робіць. 
Як чалавек здаровы, то і багаты."
128,ПРЫКАЗКІ І ПРЫМАЎКІ,"Як чуюць, то начуюць. 
Да добрага, спагадлівага чалавека прытуліцца кожны, тым болей жабрак."
128,ПРЫКАЗКІ І ПРЫМАЎКІ,"Як яны людзі, то і я чалавек. 
“Як альбы-якіх прымаюць за людзей, то й мяне лічэця чалавеком” (тлум. інф.). Яму Бог не дагодзіць. 
“Пра буркліваго, усім не задаволенаго чалавека” (тлум. інф.)."
128,ПРЫКАЗКІ І ПРЫМАЎКІ,"Яму гавары, а ён дагары. 
Пра непаслухмянага, упартага чалавека. Яму хоць плюй у вочы, скажа: дождж ідзе. 
Пра бессаромнага чалавека."
129,ПРЫКАЗКІ І ПРЫМАЎКІ,Э. А.Зайка
129,ПРЫКАЗКІ І ПРЫМАЎКІ,"Я не зямля, усіх не пабяру. 
Так кажа той, хто не хоча ці не можа памагчы."
129,ПРЫКАЗКІ І ПРЫМАЎКІ,"Я не людзі, але і ты не чалавек. 
Так кажуць у адказ на абвінавачанне ў дрэнных паводзінах. Я не сонца: усіх не сагрэю. 
Кажуць, калі дзеці спадзяюцца на дапамогу старых, ужо нямоглых бацькоў."
129,ПРЫКАЗКІ І ПРЫМАЎКІ,"Ятроўка горш за воўка. 
Ятроўка - мужава сястра."
129,ПРЫКАЗКІ І ПРЫМАЎКІ,"Яшчэ таго Бог не ўрадзіў, хто б д'яблу дагадзіў. 
Так кажуць, калі хочуць падкрэсліць нясцерпны характар чалавека."
130,"ПРЫКМЕТЫ З НАРОДНАГА КАЛЕНДАРА, НАЗІРАННІ","Авёс гаворыць: “Сей мяне ў гразь, то будзеш князь”."
130,"ПРЫКМЕТЫ З НАРОДНАГА КАЛЕНДАРА, НАЗІРАННІ","Боб цвіце, сабака ліняе, бедны гаспадар хлеба не мае. 
“Якрас калі цьвіце боп і да новага ўраджаю далёко, а старых запасоў німа, у сялянскай гаспадарцы наступая бясхлебіца” (тлум. інф.)."
130,"ПРЫКМЕТЫ З НАРОДНАГА КАЛЕНДАРА, НАЗІРАННІ","Бусел кажа: “Удаўлюся, удушуся, але на дванаццатым тыдні вярнуся”. 
Г. зн. на дванаццатым тыдні пасля Калядаў."
130,"ПРЫКМЕТЫ З НАРОДНАГА КАЛЕНДАРА, НАЗІРАННІ","Варвары кусок ночы ўварвалі. 
4 (17) снежня - дзень святой Варвары; неўзабаве пасля яго паступова пачынае большаць дзень, меншае ноч."
130,"ПРЫКМЕТЫ З НАРОДНАГА КАЛЕНДАРА, НАЗІРАННІ","Грамніцы - палова зіміцы. 
Грамніцы - свята, якое адзначаецца 2 (15) лютага."
130,"ПРЫКМЕТЫ З НАРОДНАГА КАЛЕНДАРА, НАЗІРАННІ",Гром на крыгу - халодная вясна.
130,"ПРЫКМЕТЫ З НАРОДНАГА КАЛЕНДАРА, НАЗІРАННІ","Гуляй, кіёк, апошні дзянёк, заўтра Пакровы - пасякуць на дровы. 
На Пакровы (14 (27) кастрычніка ) жывёлу ўжо не выпускалі на пашу."
130,"ПРЫКМЕТЫ З НАРОДНАГА КАЛЕНДАРА, НАЗІРАННІ",Гусі ляцяць нізка - зіма блізка.
130,"ПРЫКМЕТЫ З НАРОДНАГА КАЛЕНДАРА, НАЗІРАННІ","Да Благавешча і зімы не лай, і саней не хавай."
131,"ПРЫКМЕТЫ З НАРОДНАГА КАЛЕНДАРА, НАЗІРАННІ","І ў дурня трэба, каб было сена на Юр'я. 
Адзначалася два Юр'евы дні: 23 красавіка (б траўня) - “галодны” 
і 26 лістапада (9 снежня) - “халодны”. Тут: веснавы."
131,"ПРЫКМЕТЫ З НАРОДНАГА КАЛЕНДАРА, НАЗІРАННІ","Ілля нарабіў гнілля. 
“Здараяцца, шчо ў пачатку жніўня часта йдуць дажджы, на жніво й сенакос” (тлум. інф.)."
131,"ПРЫКМЕТЫ З НАРОДНАГА КАЛЕНДАРА, НАЗІРАННІ","Благавешча - Благавешчанне, свята, якое прыпадае на 25 сакавіка (7 красавіка)."
131,"ПРЫКМЕТЫ З НАРОДНАГА КАЛЕНДАРА, НАЗІРАННІ","Да Святога Духа не скідай кажуха, і па Святым Дусе ў тым самым кажусе. 
Да Святога Духа - да свята Сёмухі (Тройцы), праз сем тыдняў пасля Вялікадня."
131,"ПРЫКМЕТЫ З НАРОДНАГА КАЛЕНДАРА, НАЗІРАННІ","Дзе мухаморы, там і баравікі. 
а) Дзе чырвоныя мухаяркі, там і баравікі. Лушчык В.І, 1930
Мухаяркі - мухаморы."
131,"ПРЫКМЕТЫ З НАРОДНАГА КАЛЕНДАРА, НАЗІРАННІ","Дождж у маю - хлеб гультаю. 
“Дошч у маі на добры ўраджай” (тлум. інф.)."
131,"ПРЫКМЕТЫ З НАРОДНАГА КАЛЕНДАРА, НАЗІРАННІ","Жаваранак прылятае на праталіну, шпак на прагаліну, журавель з цяплом, а ластаўка з лістом."
131,"ПРЫКМЕТЫ З НАРОДНАГА КАЛЕНДАРА, НАЗІРАННІ",Жураўлі ляцяць высока - зіма яшчэ далёка.
131,"ПРЫКМЕТЫ З НАРОДНАГА КАЛЕНДАРА, НАЗІРАННІ","Зімні дзянёк, што камарыны насок. 
Г. зн. кароткі, малы."
131,"ПРЫКМЕТЫ З НАРОДНАГА КАЛЕНДАРА, НАЗІРАННІ","Зіму завалачы ў летнік. 
“Значыць, сані завалачы ў падпаветку” (тлум. інф.)."
132,"ПРЫКМЕТЫ З НАРОДНАГА КАЛЕНДАРА, НАЗІРАННІ","Калі год сухі, купляй пчолку, а калі мокры, купляй кароўку. 
“У сухі гот - кветак много, калі год мокры - парасьце трава” (тлум. інф.)."
132,"ПРЫКМЕТЫ З НАРОДНАГА КАЛЕНДАРА, НАЗІРАННІ","Калі грыбна, то і хлебна. 
Дажджы спрыяюць росту як грыбоў, так і збажыны."
132,"ПРЫКМЕТЫ З НАРОДНАГА КАЛЕНДАРА, НАЗІРАННІ","Калі зязюля закувала на голы лес, то галодны год будзе."
132,"ПРЫКМЕТЫ З НАРОДНАГА КАЛЕНДАРА, НАЗІРАННІ","Калі зязюля прыляціць, то ўжо вока закрые лістком."
132,"ПРЫКМЕТЫ З НАРОДНАГА КАЛЕНДАРА, НАЗІРАННІ","Калі ўперад вольха распусціцца, то будзе мокры год, а як бяроза, то сухі."
132,"ПРЫКМЕТЫ З НАРОДНАГА КАЛЕНДАРА, НАЗІРАННІ",Камары мак таўкуць - будзе цяпло.
132,"ПРЫКМЕТЫ З НАРОДНАГА КАЛЕНДАРА, НАЗІРАННІ","Касі каса, пакуль раса, раса спала, каса стала."
132,"ПРЫКМЕТЫ З НАРОДНАГА КАЛЕНДАРА, НАЗІРАННІ","Кот дзярэ кіпцюрамі дрэвы, рэчы - на змену надвор”я."
132,"ПРЫКМЕТЫ З НАРОДНАГА КАЛЕНДАРА, НАЗІРАННІ",Куры цярэбяцца і купаюцца - дождж будзе.
132,"ПРЫКМЕТЫ З НАРОДНАГА КАЛЕНДАРА, НАЗІРАННІ","Куры шурпяцца - на змену надвор'я. 
Шурпяцца - натапырваюцца."
132,"ПРЫКМЕТЫ З НАРОДНАГА КАЛЕНДАРА, НАЗІРАННІ","Ластаўка дзень пачынае, а салавей канчае."
132,"ПРЫКМЕТЫ З НАРОДНАГА КАЛЕНДАРА, НАЗІРАННІ",Маладзік рогі задраў - на пагоду.
132,"ПРЫКМЕТЫ З НАРОДНАГА КАЛЕНДАРА, НАЗІРАННІ","Марац адмарозіць палец. 
Пра магчымыя маразы ў сакавіку. Марац - сакавік."
133,"ПРЫКМЕТЫ З НАРОДНАГА КАЛЕНДАРА, НАЗІРАННІ","Марка косіць сена шпарка, а прыйдзе мароз - паклаў ды павёз."
133,"ПРЫКМЕТЫ З НАРОДНАГА КАЛЕНДАРА, НАЗІРАННІ",Многа снегу - многа хлеба.
133,"ПРЫКМЕТЫ З НАРОДНАГА КАЛЕНДАРА, НАЗІРАННІ","Мікола галодны і халодны. 
Дзень святога Міколы святкуецца двойчы: 9 (22) траўня і 6 (19) снежня. У траўні, калі канчаліся запасы, Мікола быў галодны, другі Мікола адзначаўся ў снежні, калі ўжо холад на дварэ."
133,"ПРЫКМЕТЫ З НАРОДНАГА КАЛЕНДАРА, НАЗІРАННІ","На Благавешча птушка гнязда не ўе, а дзеўка касы не пляце. 
Благавешчанне лічылася адным з найважнейшых святаў. У той дзень звычай забараняў амаль усе работы."
133,"ПРЫКМЕТЫ З НАРОДНАГА КАЛЕНДАРА, НАЗІРАННІ","На Благавешчанне бусел яйцо знясе. 
Благавешчанне - свята, якое адзначаецца 25 сакавіка (7 красавіка)."
133,"ПРЫКМЕТЫ З НАРОДНАГА КАЛЕНДАРА, НАЗІРАННІ","На Галавасек ігруш нельга есці, бо скулы апануюць. 
Галавасек - “адсячэнне галавы” хрысціцеля Іаана, адзначаецца 29 жніўня (11 верасня)."
133,"ПРЫКМЕТЫ З НАРОДНАГА КАЛЕНДАРА, НАЗІРАННІ",На Грамніцы нап'ецца певень вадзіцы.
133,"ПРЫКМЕТЫ З НАРОДНАГА КАЛЕНДАРА, НАЗІРАННІ","На Пятра - пару булачак напякла, а на іллю - цэлую печ налью. 
Пятро - свята, якое адзначаецца 29 чэрвеня (12 ліпеня). ілля - свята, якое адзначаецца 20 ліпеня (2 жніўня). 
а) На Пятра прыпякла, а на іллю поўну печ налью. 
б) На Яна нажала, на Пятра напякла, а на Іллю поўну печ налью."
133,"ПРЫКМЕТЫ З НАРОДНАГА КАЛЕНДАРА, НАЗІРАННІ","На Юр'я валам дай, а сам на печ уцякай. 
Юр'е - свята, якое адзначаецца 23 красавіка (б траўня)."
134,"ПРЫКМЕТЫ З НАРОДНАГА КАЛЕНДАРА, НАЗІРАННІ","Не паліняла да Яна, хай ідзе да другога пана. 
У простым сэнсе: як не паліняла карова да “ ліпеня, да Яна, не паправілася на пашы, гэта благая карова, трэба яе збываць. У пераносным сэнсе: не справіўся чалавек з работай у вызначаны тэрмін, не трэба з ім мець ніякіх справаў."
134,"ПРЫКМЕТЫ З НАРОДНАГА КАЛЕНДАРА, НАЗІРАННІ","Паляцелі жураўлі - полудзень паняслі. 
- тут: абед. Дні ў восені кароткія."
134,"ПРЫКМЕТЫ З НАРОДНАГА КАЛЕНДАРА, НАЗІРАННІ","Поччу трашчыць, а днём плюшчыць. 
“Гэдак гавораць пасьля Ерашчэньня. Бо ўжэ дні большыя сталі, сонца днём много, а ноччу ўсё роўно зіма бярэ сваё” (тлум. інф.)."
134,"ПРЫКМЕТЫ З НАРОДНАГА КАЛЕНДАРА, НАЗІРАННІ","Прыйшла Пакрова - стала карова. 
Пакрова - свята, якое прыпадае на 1 (14) кастрычніка."
134,"ПРЫКМЕТЫ З НАРОДНАГА КАЛЕНДАРА, НАЗІРАННІ","Прыйшоў Багач, кідай рагач, бяры сявеньку і сей памаленьку. 
Багач - свята, якое прыпадае на 8 (21) верасня."
134,"ПРЫКМЕТЫ З НАРОДНАГА КАЛЕНДАРА, НАЗІРАННІ","Прыйшоў Пятрок - апаў лісток, прыйшоў Ілля - апала два, прыйшло Успленне - пакрыла карэнне. 
Пра наступленне восені. Пятрок, Ілля, Успленне - святы, якія прыпадаюць на 29 чэрвеня (14 ліпеня), 20 ліпеня (2 жніўня) 
1 15 (28) жніўня. 
а) Прыйшоў Пятрок - апаў лісток, прыйшоў Ілля - пытаецца, ці ёсць ралля, прыйшло Успленне - пытаецца, ці ёсць насенне, прыйшоў Спасе - пытаецца, ці ёсць запас, прыйшоў Багач - кідай рагач, бяры сявеньку і сей памаленьку. 
б) Прыйшоў Пятрок - апаў лісток, прыйшоў Ілля - апала два, прыйшло Успленне - пасыпалася насенне."
134,"ПРЫКМЕТЫ З НАРОДНАГА КАЛЕНДАРА, НАЗІРАННІ","Піліп дзеці адзявае. 
“У Піліпаўку кудзелю прадуць, а ў Мясает ткуць” (тлум. інф.)."
135,"ПРЫКМЕТЫ З НАРОДНАГА КАЛЕНДАРА, НАЗІРАННІ","Пытае Ілля, ці гатова ралля, а Успленне, ці гатова насенне. 
“Звычайно да Ільлі кажны гаспадар стараўся зраліць палеток, а ўжэ пасьля Успленьня, ці, як казалі, першай Прачыстай, пачыналі сеяць азімае жыто” (тлум. інф.). Зраліць - заараць."
135,"ПРЫКМЕТЫ З НАРОДНАГА КАЛЕНДАРА, НАЗІРАННІ",Сабака качаецца з боку на бок - чакай змены надвор'я.
135,"ПРЫКМЕТЫ З НАРОДНАГА КАЛЕНДАРА, НАЗІРАННІ",Свіння збірае па надворку салому і носіць у хлеў - уначы дождж будзе.
135,"ПРЫКМЕТЫ З НАРОДНАГА КАЛЕНДАРА, НАЗІРАННІ","Сухі марац, мокры май - будзе жыта, нібы гай."
135,"ПРЫКМЕТЫ З НАРОДНАГА КАЛЕНДАРА, НАЗІРАННІ","Трашчы, не трашчы - прайшлі Крашчы (Вадохрышчы). 
Лічылася, што пасля Вадохрышча (б (19) студзеня) вялікіх маразоў ужо не будзе."
135,"ПРЫКМЕТЫ З НАРОДНАГА КАЛЕНДАРА, НАЗІРАННІ","У Якуба адна рахуба: або забіць, або спаліць. 
Якуб - прысвятак. Ва ўніятаў прыпадае на 25 ліпеня. У гэты дзень здараліся навальніцы з маланкай і громам."
135,"ПРЫКМЕТЫ З НАРОДНАГА КАЛЕНДАРА, НАЗІРАННІ","У марцы, як у гарцы. 
Гарнец - мера сыпкіх рэчываў, звычайна мералі зерне. Пра няўстойлівае сакавіцкае надвор'е, “перамешанае, як у гарцы”."
135,"ПРЫКМЕТЫ З НАРОДНАГА КАЛЕНДАРА, НАЗІРАННІ",Увосень - работ восем.
135,"ПРЫКМЕТЫ З НАРОДНАГА КАЛЕНДАРА, НАЗІРАННІ","Удушуся, удаўлюся, а на сёмым тыдні акажуся. 
“На сёмом тыдні пасьля Каляд прылятая з выраю жаваранок” (тлум. інф.)."
135,"ПРЫКМЕТЫ З НАРОДНАГА КАЛЕНДАРА, НАЗІРАННІ","Як грыміць гром на голы лес, то будзе галодны год. Бялевіч М..І., 1922"
135,"ПРЫКМЕТЫ З НАРОДНАГА КАЛЕНДАРА, НАЗІРАННІ","Як зязюля кукуе, каб хоць вока закрыць лісток быў, то добры год будзе."
136,"ПРЫКМЕТЫ З НАРОДНАГА КАЛЕНДАРА, НАЗІРАННІ","Як на Грамніцы нап'ецца певень вадзіцы, то будзе мокрае лета. 
а) Як на Грамніцы нап'ецца певень вадзіцы, то на Юр'я наліжацца вол травіцы."
136,"ПРЫКМЕТЫ З НАРОДНАГА КАЛЕНДАРА, НАЗІРАННІ","Як на рожках маладзіка можна павесіць вядро - будзе дождж, нельга - дні будуць пагодлівыя."
137,"ЖАРТЫ, КАЛАМБУРЫ, ПРЫГАВОРКІ","Або грай, або грошы аддай. 
Так кажуць ляніваму музыку."
137,"ЖАРТЫ, КАЛАМБУРЫ, ПРЫГАВОРКІ","Або сяк, або так, няхай будзе з рыбы рак. 
Пра згодлівага чалавека, зычлівага, што любіць пажартаваць."
137,"ЖАРТЫ, КАЛАМБУРЫ, ПРЫГАВОРКІ","Абы ў цягнік трапіць, а месца знойдзецца. 
Так кажа чалавек, поўны аптымізму, які ніколі не траціць надзеі на станоўчае развязанне справы."
137,"ЖАРТЫ, КАЛАМБУРЫ, ПРЫГАВОРКІ","Ад капусты трыбух тлусты, ад бацвіння - пасі свіння. 
“Капусту вараць з затаўкай, а бацьвіньня - поснае. Вось і пасылаюць пасьвіць сьвіньня, кап было чым закрасіць і бацьвіньня” (тлум. інф.). Бацвінне - страва з лісця сталовых буракоў."
137,"ЖАРТЫ, КАЛАМБУРЫ, ПРЫГАВОРКІ","Адразу з'ямо тваё, а потым кожны сваё. 
Так жартуюць, калі гуртам выконваюць якую-небудзь працу, а пад час абеду садзяцца есці ўзятае з дому."
137,"ЖАРТЫ, КАЛАМБУРЫ, ПРЫГАВОРКІ","“А можа?” - “Можа надвое варожа”. 
У кожнай справе не варта спадзявацца на шанцаванне."
137,"ЖАРТЫ, КАЛАМБУРЫ, ПРЫГАВОРКІ","“А ці добра было ў гасцях?” - “Ой, добра. Усяго было: 
і піці, і есці - толькі прымусу не было”."
137,"ЖАРТЫ, КАЛАМБУРЫ, ПРЫГАВОРКІ","“Адкуль, дзеўка?” - “З Цягуж”. - “А замуж хочаш?” - “Чаму ж”. - “А кросны ткаць умееш?” - “Цьфу ты, ліха прычапілася”."
138,"ЖАРТЫ, КАЛАМБУРЫ, ПРЫГАВОРКІ","Байструк - божы струк, не хадзі на поле, бо бадзяк заколе. 
Байструк - пазашлюбнае дзіця."
138,"ЖАРТЫ, КАЛАМБУРЫ, ПРЫГАВОРКІ","Без бульбы няма ходу, толькі жывот як калода. 
“Хоць жывот вялікі, беларусу бяз бульбы ніяк нельга жыць” (тлум. інф.)."
138,"ЖАРТЫ, КАЛАМБУРЫ, ПРЫГАВОРКІ","Без драбіны ўсе чэрві з яблыні пазбірае. 
Пра высокую жанчыну."
138,"ЖАРТЫ, КАЛАМБУРЫ, ПРЫГАВОРКІ","Без падмазкі 1 без краскі, як кабылка без хваста. 
З пэўнай доляй гумару так кажуць пра маладзіцу, якая не абыходзіцца без касметыкі."
138,"ЖАРТЫ, КАЛАМБУРЫ, ПРЫГАВОРКІ","Без стуку, без груку павезлі як суку. 
“Суседка замуж дачку аддала, безь вясельля, бо радзіць пара, то бяс стуку, бяз груку павязьлі як суку” (тлум. інф.)."
138,"ЖАРТЫ, КАЛАМБУРЫ, ПРЫГАВОРКІ","Белых блох наеўся ды лёг, а чорны блох - усё “трох” ды “трох”. 
“Белыя блохі - гэто картоплі, чорны блох - гэто блохі. Тут: наеўся картоплёў ды лёг атпачыць, адна бяда - блохі кусаюць” (тлум. інф.)."
138,"ЖАРТЫ, КАЛАМБУРЫ, ПРЫГАВОРКІ","Бульба смажана, пячона, бульба сёння, бульба ўчора."
138,"ЖАРТЫ, КАЛАМБУРЫ, ПРЫГАВОРКІ","Бывае, і каўбаса страляе. 
«Ехоў чалавек поначы с Косава. А дарога ішла празь лес. Выйшлі бандзіты: “Давай, дзядзько, грошы!” А ён палез у торбу, дастаў каўбасу, што купіў у косаўскаго жыда, наставіў: “Цякайця, а то страляць буду!” Перапалохаліся тыя ды ходу. А дзядзько прыехоў дахаты ды кажа: “Бывая, і каўбаса страляя”» (з аповеду інф.)."
138,"ЖАРТЫ, КАЛАМБУРЫ, ПРЫГАВОРКІ","Бі сваіх, каб чужыя баяліся. 
Так жартам кажуць, калі б'юцца паміж сабою сваякі ці аднавяскоўцы."
139,"ЖАРТЫ, КАЛАМБУРЫ, ПРЫГАВОРКІ","Была сіла, як маці насіла, а кінула насіць - дык і сілы не стала быць. 
“За мацярынымі плячыма ўсе разумныя, спрытныя да лоўкія, а як ні станя мацяры, дык і марнея ўсё” (тлум. інф.)."
139,"ЖАРТЫ, КАЛАМБУРЫ, ПРЫГАВОРКІ","Велькі пан, бо носіць чырвоны каптан! 
Гэтак смяюцца з чалавека-задавакі."
